Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
01:00 - 01:15,43411,43996
01:15 - 01:30,42796,43569
01:30 - 01:45,42555,43224
01:45 - 02:00,41952,42802
02:00 - 02:15,41711,42679
02:15 - 02:30,41526,42342
02:30 - 02:45,41228,42109
02:45 - 03:00,40952,41785
03:00 - 03:15,40752,41526
03:15 - 03:30,40765,41633
03:30 - 03:45,40744,41424
03:45 - 04:00,40534,41065
04:00 - 04:15,41054,41151
04:15 - 04:30,40735,41133
04:30 - 04:45,40755,41493
04:45 - 05:00,40563,41288
05:00 - 05:15,41113,41623
05:15 - 05:30,41272,41695
05:30 - 05:45,41238,41752
05:45 - 06:00,41217,41692
06:00 - 06:15,41751,42219
06:15 - 06:30,41989,42144
06:30 - 06:45,42137,42339
06:45 - 07:00,42261,42777
07:00 - 07:15,43284,43301
07:15 - 07:30,43987,44115
07:30 - 07:45,44841,45009
07:45 - 08:00,45350,45735
08:00 - 08:15,46648,46970
08:15 - 08:30,47798,48197
08:30 - 08:45,48732,49179
08:45 - 09:00,49743,50156
09:00 - 09:15,50580,51015
09:15 - 09:30,51586,51829
09:30 - 09:45,52057,52449
09:45 - 10:00,52487,53236
10:00 - 10:15,53202,53851
10:15 - 10:30,53791,54421
10:30 - 10:45,54304,55321
10:45 - 11:00,54889,55921
11:00 - 11:15,55850,56773
11:15 - 11:30,56436,57159
11:30 - 11:45,57253,57541
11:45 - 12:00,57150,57507
12:00 - 12:15,56790,57182
12:15 - 12:30,56749,56729
12:30 - 12:45,56529,56304
12:45 - 13:00,56115,55470
13:00 - 13:15,56294,55040
13:15 - 13:30,55574,54722
13:30 - 13:45,54699,54340
13:45 - 14:00,54201,53875
14:00 - 14:15,53946,53774
14:15 - 14:30,53802,53914
14:30 - 14:45,53581,53934
14:45 - 15:00,53281,53546
15:00 - 15:15,52667,53399
15:15 - 15:30,52798,53367
15:30 - 15:45,52790,53136
15:45 - 16:00,52605,52689
16:00 - 16:15,52598,52344
16:15 - 16:30,52707,52563
16:30 - 16:45,52334,52389
16:45 - 17:00,52811,52643
17:00 - 17:15,53012,52950
17:15 - 17:30,53233,53289
17:30 - 17:45,53783,53754
17:45 - 18:00,53596,54095
18:00 - 18:15,54460,54418
18:15 - 18:30,54056,54520
18:30 - 18:45,54450,54920
18:45 - 19:00,55024,55123
19:00 - 19:15,54798,55583
19:15 - 19:30,54227,55575
19:30 - 19:45,54436,55679
19:45 - 20:00,54120,55733
20:00 - 20:15,54425,56378
20:15 - 20:30,54140,56410
20:30 - 20:45,54050,56729
20:45 - 21:00,54245,56954
21:00 - 21:15,54266,56634
21:15 - 21:30,53863,56279
21:30 - 21:45,53415,55879
21:45 - 22:00,53417,55604
22:00 - 22:15,53322,55426
22:15 - 22:30,52886,54954
22:30 - 22:45,52083,54196
22:45 - 23:00,51256,53228
23:00 - 23:15,50101,51903
23:15 - 23:30,49289,51199
23:30 - 23:45,48476,50324
23:45 - 00:00,47753,49593
00:00 - 00:15,47762,48273
00:15 - 00:30,47352,47750
00:30 - 00:45,46968,47535
00:45 - 01:00,46359,47137
01:00 - 01:15,45970,46661
01:15 - 01:30,45533,46415
01:30 - 01:45,45323,46108
01:45 - 02:00,45028,45778
02:00 - 02:15,44818,45445
02:15 - 02:30,44790,45269
02:30 - 02:45,44675,45190
02:45 - 03:00,44626,45328
03:00 - 03:15,44631,45380
03:15 - 03:30,44577,45589
03:30 - 03:45,44628,45712
03:45 - 04:00,44872,45941
04:00 - 04:15,45526,46605
04:15 - 04:30,45887,47199
04:30 - 04:45,46577,47947
04:45 - 05:00,47283,48579
05:00 - 05:15,49319,50165
05:15 - 05:30,49952,51223
05:30 - 05:45,51182,52997
05:45 - 06:00,52930,54930
06:00 - 06:15,56794,58545
06:15 - 06:30,58859,60175
06:30 - 06:45,60456,61812
06:45 - 07:00,62005,63620
07:00 - 07:15,64273,66099
07:15 - 07:30,65558,67558
07:30 - 07:45,67025,68890
07:45 - 08:00,67706,69980
08:00 - 08:15,69701,71209
08:15 - 08:30,70088,72094
08:30 - 08:45,70483,72679
08:45 - 09:00,70883,73093
09:00 - 09:15,70676,73157
09:15 - 09:30,71455,73640
09:30 - 09:45,71735,74426
09:45 - 10:00,72844,74772
10:00 - 10:15,73240,75741
10:15 - 10:30,73481,76220
10:30 - 10:45,74090,76427
10:45 - 11:00,74464,76800
11:00 - 11:15,74999,76557
11:15 - 11:30,75472,76799
11:30 - 11:45,75839,76995
11:45 - 12:00,75946,76897
12:00 - 12:15,75248,76138
12:15 - 12:30,74983,75539
12:30 - 12:45,74881,75273
12:45 - 13:00,74776,75214
13:00 - 13:15,74961,75134
13:15 - 13:30,74699,75131
13:30 - 13:45,74317,75018
13:45 - 14:00,73972,74623
14:00 - 14:15,73524,74920
14:15 - 14:30,73657,75297
14:30 - 14:45,73568,75221
14:45 - 15:00,73105,74917
15:00 - 15:15,73139,74705
15:15 - 15:30,72742,74095
15:30 - 15:45,72440,73711
15:45 - 16:00,71592,73148
16:00 - 16:15,71361,72702
16:15 - 16:30,71242,71821
16:30 - 16:45,70389,71110
16:45 - 17:00,70714,70975
17:00 - 17:15,69926,70762
17:15 - 17:30,70290,70740
17:30 - 17:45,69869,70792
17:45 - 18:00,69957,70811
18:00 - 18:15,69959,70335
18:15 - 18:30,69355,70124
18:30 - 18:45,69634,70423
18:45 - 19:00,69485,70651
19:00 - 19:15,69337,70188
19:15 - 19:30,68736,69905
19:30 - 19:45,68536,69745
19:45 - 20:00,68322,69614
20:00 - 20:15,67562,68894
20:15 - 20:30,66967,68355
20:30 - 20:45,66756,68507
20:45 - 21:00,66785,68456
21:00 - 21:15,66418,68227
21:15 - 21:30,65957,66758
21:30 - 21:45,65189,65838
21:45 - 22:00,64416,64244
22:00 - 22:15,63511,63221
22:15 - 22:30,62343,61887
22:30 - 22:45,61152,60452
22:45 - 23:00,60063,58920
23:00 - 23:15,58697,57707
23:15 - 23:30,57641,56475
23:30 - 23:45,57083,55345
23:45 - 00:00,56304,54407
00:00 - 00:15,56233,53837
00:15 - 00:30,55603,53321
00:30 - 00:45,55083,52671
00:45 - 01:00,54865,52179
01:00 - 01:15,53975,51817
01:15 - 01:30,53812,51472
01:30 - 01:45,53610,51139
01:45 - 02:00,53321,50438
02:00 - 02:15,53236,50040
02:15 - 02:30,52916,50018
02:30 - 02:45,53036,49937
02:45 - 03:00,52819,49628
03:00 - 03:15,52826,49491
03:15 - 03:30,52873,49677
03:30 - 03:45,53032,49677
03:45 - 04:00,53320,49824
04:00 - 04:15,53545,50361
04:15 - 04:30,53922,50744
04:30 - 04:45,54139,51116
04:45 - 05:00,54628,51732
05:00 - 05:15,56456,53678
05:15 - 05:30,56498,54857
05:30 - 05:45,57551,56023
05:45 - 06:00,58760,57378
06:00 - 06:15,61816,61391
06:15 - 06:30,63407,63292
06:30 - 06:45,64785,64757
06:45 - 07:00,65557,66032
07:00 - 07:15,67557,68447
07:15 - 07:30,67640,69616
07:30 - 07:45,68743,70159
07:45 - 08:00,69327,71068
08:00 - 08:15,70881,73016
08:15 - 08:30,71399,73777
08:30 - 08:45,71813,74153
08:45 - 09:00,72059,74644
09:00 - 09:15,72155,74255
09:15 - 09:30,72869,74637
09:30 - 09:45,73336,75451
09:45 - 10:00,73776,75941
10:00 - 10:15,74127,75991
10:15 - 10:30,74334,76401
10:30 - 10:45,75070,76747
10:45 - 11:00,75505,77153
11:00 - 11:15,75806,77511
11:15 - 11:30,76208,78076
11:30 - 11:45,76507,78248
11:45 - 12:00,76629,77989
12:00 - 12:15,76034,76773
12:15 - 12:30,75688,76369
12:30 - 12:45,75640,76245
12:45 - 13:00,75715,76268
13:00 - 13:15,75425,75780
13:15 - 13:30,75264,75631
13:30 - 13:45,75034,75192
13:45 - 14:00,74369,74334
14:00 - 14:15,73976,74005
14:15 - 14:30,73775,73962
14:30 - 14:45,73797,73491
14:45 - 15:00,73366,73267
15:00 - 15:15,73101,73100
15:15 - 15:30,72626,72774
15:30 - 15:45,72519,72175
15:45 - 16:00,71633,71500
16:00 - 16:15,71613,70641
16:15 - 16:30,71503,70447
16:30 - 16:45,70965,70018
16:45 - 17:00,71026,69575
17:00 - 17:15,70653,69115
17:15 - 17:30,70613,69361
17:30 - 17:45,70728,69603
17:45 - 18:00,70596,69568
18:00 - 18:15,70557,69839
18:15 - 18:30,69668,70059
18:30 - 18:45,70129,70255
18:45 - 19:00,69824,69715
19:00 - 19:15,69637,69711
19:15 - 19:30,69147,69500
19:30 - 19:45,69019,69236
19:45 - 20:00,68810,69287
20:00 - 20:15,68140,68578
20:15 - 20:30,67606,68567
20:30 - 20:45,67396,69010
20:45 - 21:00,67375,68877
21:00 - 21:15,66914,67963
21:15 - 21:30,66636,66801
21:30 - 21:45,65814,65528
21:45 - 22:00,64874,64568
22:00 - 22:15,63982,63342
22:15 - 22:30,63077,61953
22:30 - 22:45,61986,60576
22:45 - 23:00,60859,59292
23:00 - 23:15,59531,58246
23:15 - 23:30,58575,56795
23:30 - 23:45,57978,55808
23:45 - 00:00,57098,55165
00:00 - 00:15,56176,54230
00:15 - 00:30,55798,53453
00:30 - 00:45,55178,52646
00:45 - 01:00,54778,52381
01:00 - 01:15,54124,51770
01:15 - 01:30,53763,51123
01:30 - 01:45,53525,50608
01:45 - 02:00,53123,50640
02:00 - 02:15,52984,50260
02:15 - 02:30,52606,49746
02:30 - 02:45,52683,49731
02:45 - 03:00,52535,49815
03:00 - 03:15,52517,49644
03:15 - 03:30,52504,49738
03:30 - 03:45,52711,49776
03:45 - 04:00,52797,49970
04:00 - 04:15,53311,50599
04:15 - 04:30,53655,50600
04:30 - 04:45,54018,51125
04:45 - 05:00,54559,51920
05:00 - 05:15,56155,53745
05:15 - 05:30,56457,54759
05:30 - 05:45,57824,56316
05:45 - 06:00,59112,58026
06:00 - 06:15,62199,61486
06:15 - 06:30,63746,63444
06:30 - 06:45,65275,64635
06:45 - 07:00,65665,66026
07:00 - 07:15,68684,68528
07:15 - 07:30,68292,69594
07:30 - 07:45,69338,70425
07:45 - 08:00,69582,71146
08:00 - 08:15,71114,72607
08:15 - 08:30,71734,73092
08:30 - 08:45,72129,73674
08:45 - 09:00,72489,73794
09:00 - 09:15,72184,73697
09:15 - 09:30,72823,74319
09:30 - 09:45,73360,75122
09:45 - 10:00,73667,75605
10:00 - 10:15,73864,75932
10:15 - 10:30,74150,76478
10:30 - 10:45,74855,76983
10:45 - 11:00,75330,77360
11:00 - 11:15,75935,77696
11:15 - 11:30,76368,78205
11:30 - 11:45,76710,78441
11:45 - 12:00,76350,78326
12:00 - 12:15,75687,77488
12:15 - 12:30,75717,76951
12:30 - 12:45,75495,77095
12:45 - 13:00,75530,76974
13:00 - 13:15,75442,76947
13:15 - 13:30,74873,76657
13:30 - 13:45,74879,76356
13:45 - 14:00,74329,75901
14:00 - 14:15,73864,75489
14:15 - 14:30,73779,75557
14:30 - 14:45,73094,75342
14:45 - 15:00,73024,75083
15:00 - 15:15,72672,74583
15:15 - 15:30,72538,74392
15:30 - 15:45,72270,73864
15:45 - 16:00,71120,73468
16:00 - 16:15,71316,72894
16:15 - 16:30,71072,72450
16:30 - 16:45,70626,72015
16:45 - 17:00,71050,71333
17:00 - 17:15,70889,71203
17:15 - 17:30,70474,70989
17:30 - 17:45,70694,71012
17:45 - 18:00,70665,70956
18:00 - 18:15,70309,70581
18:15 - 18:30,69608,70698
18:30 - 18:45,70082,70923
18:45 - 19:00,70016,70925
19:00 - 19:15,69988,70556
19:15 - 19:30,69524,69959
19:30 - 19:45,69264,69683
19:45 - 20:00,69016,69018
20:00 - 20:15,67941,68015
20:15 - 20:30,67649,67876
20:30 - 20:45,67079,68562
20:45 - 21:00,66779,68895
21:00 - 21:15,66009,68165
21:15 - 21:30,65454,66955
21:30 - 21:45,64333,66115
21:45 - 22:00,63295,64832
22:00 - 22:15,62157,63974
22:15 - 22:30,61180,62873
22:30 - 22:45,59844,61902
22:45 - 23:00,58313,60543
23:00 - 23:15,56674,59084
23:15 - 23:30,55715,57912
23:30 - 23:45,54979,56959
23:45 - 00:00,53883,56053
00:00 - 00:15,54985,55175
00:15 - 00:30,54133,54561
00:30 - 00:45,53375,53991
00:45 - 01:00,53143,53401
01:00 - 01:15,52175,52480
01:15 - 01:30,51884,51939
01:30 - 01:45,51569,51558
01:45 - 02:00,51047,51069
02:00 - 02:15,50721,50220
02:15 - 02:30,50430,50107
02:30 - 02:45,50570,50022
02:45 - 03:00,50369,50072
03:00 - 03:15,50373,50117
03:15 - 03:30,50554,49916
03:30 - 03:45,50454,49968
03:45 - 04:00,50562,49986
04:00 - 04:15,51112,50330
04:15 - 04:30,51618,50622
04:30 - 04:45,51862,51238
04:45 - 05:00,52445,51885
05:00 - 05:15,54494,53953
05:15 - 05:30,54950,54992
05:30 - 05:45,56540,56408
05:45 - 06:00,57678,58116
06:00 - 06:15,61458,61698
06:15 - 06:30,63188,63986
06:30 - 06:45,65230,65404
06:45 - 07:00,66281,66866
07:00 - 07:15,68946,69042
07:15 - 07:30,70029,70132
07:30 - 07:45,71209,71106
07:45 - 08:00,71648,72154
08:00 - 08:15,73114,73101
08:15 - 08:30,73796,73435
08:30 - 08:45,73926,73718
08:45 - 09:00,74662,73814
09:00 - 09:15,74652,74039
09:15 - 09:30,74784,74527
09:30 - 09:45,75437,75176
09:45 - 10:00,76316,75582
10:00 - 10:15,76255,76024
10:15 - 10:30,76002,76378
10:30 - 10:45,77185,77009
10:45 - 11:00,77374,77531
11:00 - 11:15,78135,77381
11:15 - 11:30,78766,77831
11:30 - 11:45,79254,78115
11:45 - 12:00,79809,77904
12:00 - 12:15,78669,77405
12:15 - 12:30,78823,76936
12:30 - 12:45,78196,76783
12:45 - 13:00,78829,76543
13:00 - 13:15,78857,76602
13:15 - 13:30,78631,76263
13:30 - 13:45,78077,75773
13:45 - 14:00,76978,74776
14:00 - 14:15,76512,75263
14:15 - 14:30,76446,75106
14:30 - 14:45,76534,75116
14:45 - 15:00,75754,74419
15:00 - 15:15,75791,73877
15:15 - 15:30,75574,73328
15:30 - 15:45,74934,72925
15:45 - 16:00,73720,72237
16:00 - 16:15,73551,71941
16:15 - 16:30,73091,71527
16:30 - 16:45,72733,71535
16:45 - 17:00,72816,71233
17:00 - 17:15,72565,71190
17:15 - 17:30,72395,71168
17:30 - 17:45,72229,71274
17:45 - 18:00,72158,71266
18:00 - 18:15,72047,71175
18:15 - 18:30,71570,71073
18:30 - 18:45,71572,71176
18:45 - 19:00,71374,71012
19:00 - 19:15,71296,70857
19:15 - 19:30,70863,70305
19:30 - 19:45,70463,69824
19:45 - 20:00,70283,69892
20:00 - 20:15,69477,69033
20:15 - 20:30,68904,68750
20:30 - 20:45,68580,68684
20:45 - 21:00,68390,68361
21:00 - 21:15,67469,67267
21:15 - 21:30,66892,66228
21:30 - 21:45,65687,65113
21:45 - 22:00,64906,63960
22:00 - 22:15,63852,62769
22:15 - 22:30,62907,61550
22:30 - 22:45,61643,60364
22:45 - 23:00,60046,59128
23:00 - 23:15,58686,57377
23:15 - 23:30,57724,56442
23:30 - 23:45,57106,55571
23:45 - 00:00,56056,54708
00:00 - 00:15,54986,53937
00:15 - 00:30,54182,53306
00:30 - 00:45,53479,52657
00:45 - 01:00,52818,52148
01:00 - 01:15,51969,51402
01:15 - 01:30,51267,50963
01:30 - 01:45,51159,50822
01:45 - 02:00,50909,50681
02:00 - 02:15,50683,50295
02:15 - 02:30,50136,49899
02:30 - 02:45,50336,49965
02:45 - 03:00,50005,49932
03:00 - 03:15,50054,49863
03:15 - 03:30,50177,49903
03:30 - 03:45,50055,49962
03:45 - 04:00,50317,50162
04:00 - 04:15,50667,50519
04:15 - 04:30,51229,50831
04:30 - 04:45,51337,51262
04:45 - 05:00,52138,51893
05:00 - 05:15,53921,53324
05:15 - 05:30,54367,54218
05:30 - 05:45,55802,55690
05:45 - 06:00,57083,57187
06:00 - 06:15,60700,60838
06:15 - 06:30,62879,62851
06:30 - 06:45,64817,64239
06:45 - 07:00,65678,65611
07:00 - 07:15,68242,68008
07:15 - 07:30,69372,69462
07:30 - 07:45,70542,70463
07:45 - 08:00,71014,71715
08:00 - 08:15,72830,72881
08:15 - 08:30,73255,73204
08:30 - 08:45,73516,73764
08:45 - 09:00,74134,73745
09:00 - 09:15,74037,73874
09:15 - 09:30,74320,74278
09:30 - 09:45,75056,74963
09:45 - 10:00,75323,75515
10:00 - 10:15,75975,75869
10:15 - 10:30,75872,76224
10:30 - 10:45,76636,76713
10:45 - 11:00,77045,77032
11:00 - 11:15,77569,77793
11:15 - 11:30,77869,78238
11:30 - 11:45,78255,78377
11:45 - 12:00,78427,78001
12:00 - 12:15,77291,77134
12:15 - 12:30,77325,76631
12:30 - 12:45,76927,76225
12:45 - 13:00,76857,75811
13:00 - 13:15,76252,75547
13:15 - 13:30,75786,74970
13:30 - 13:45,75378,74529
13:45 - 14:00,74174,73868
14:00 - 14:15,73859,72801
14:15 - 14:30,73558,72839
14:30 - 14:45,73574,72328
14:45 - 15:00,72905,71922
15:00 - 15:15,72693,71574
15:15 - 15:30,72408,71072
15:30 - 15:45,72262,70828
15:45 - 16:00,71216,70090
16:00 - 16:15,71421,69795
16:15 - 16:30,70715,69628
16:30 - 16:45,70403,69566
16:45 - 17:00,70437,69397
17:00 - 17:15,70085,69384
17:15 - 17:30,69731,69616
17:30 - 17:45,69746,69493
17:45 - 18:00,69595,69386
18:00 - 18:15,68967,68639
18:15 - 18:30,68407,68438
18:30 - 18:45,68628,68373
18:45 - 19:00,68244,68170
19:00 - 19:15,68061,67719
19:15 - 19:30,67782,67212
19:30 - 19:45,67411,66764
19:45 - 20:00,67118,66461
20:00 - 20:15,66725,66287
20:15 - 20:30,66353,65991
20:30 - 20:45,66213,66226
20:45 - 21:00,65891,65864
21:00 - 21:15,64919,64839
21:15 - 21:30,64317,63984
21:30 - 21:45,63274,62920
21:45 - 22:00,62311,61824
22:00 - 22:15,61321,60889
22:15 - 22:30,60579,59830
22:30 - 22:45,59652,58605
22:45 - 23:00,58815,57786
23:00 - 23:15,57132,56258
23:15 - 23:30,56042,55173
23:30 - 23:45,55235,54335
23:45 - 00:00,54492,53327
00:00 - 00:15,51757,52473
00:15 - 00:30,51169,51805
00:30 - 00:45,50639,51146
00:45 - 01:00,50048,50724
01:00 - 01:15,49119,49725
01:15 - 01:30,48659,49386
01:30 - 01:45,48137,48852
01:45 - 02:00,47839,48422
02:00 - 02:15,47484,47947
02:15 - 02:30,47129,47664
02:30 - 02:45,46797,47437
02:45 - 03:00,46791,47327
03:00 - 03:15,46673,47098
03:15 - 03:30,46532,46978
03:30 - 03:45,46308,46780
03:45 - 04:00,46366,46828
04:00 - 04:15,46522,46956
04:15 - 04:30,46549,47038
04:30 - 04:45,46474,47084
04:45 - 05:00,46604,47237
05:00 - 05:15,47380,47735
05:15 - 05:30,47180,47947
05:30 - 05:45,47377,48337
05:45 - 06:00,47805,48713
06:00 - 06:15,48604,49804
06:15 - 06:30,49048,50016
06:30 - 06:45,49571,50432
06:45 - 07:00,50243,51169
07:00 - 07:15,51344,52167
07:15 - 07:30,52155,53096
07:30 - 07:45,53355,54367
07:45 - 08:00,54367,55490
08:00 - 08:15,55631,56561
08:15 - 08:30,56508,57408
08:30 - 08:45,57513,58102
08:45 - 09:00,58437,59120
09:00 - 09:15,59692,60368
09:15 - 09:30,60723,61046
09:30 - 09:45,61035,61586
09:45 - 10:00,61642,62462
10:00 - 10:15,62376,62990
10:15 - 10:30,62667,63292
10:30 - 10:45,62937,63913
10:45 - 11:00,63104,64131
11:00 - 11:15,63771,63880
11:15 - 11:30,64245,64371
11:30 - 11:45,64694,64814
11:45 - 12:00,64476,64610
12:00 - 12:15,63889,64020
12:15 - 12:30,63629,63552
12:30 - 12:45,63264,63217
12:45 - 13:00,62851,62707
13:00 - 13:15,62376,61850
13:15 - 13:30,61615,61419
13:30 - 13:45,61044,60764
13:45 - 14:00,60507,60269
14:00 - 14:15,60007,59914
14:15 - 14:30,59509,59600
14:30 - 14:45,59174,59231
14:45 - 15:00,59059,58971
15:00 - 15:15,58436,58610
15:15 - 15:30,58230,58167
15:30 - 15:45,58084,58008
15:45 - 16:00,57971,57920
16:00 - 16:15,57635,57798
16:15 - 16:30,57496,57676
16:30 - 16:45,57248,57668
16:45 - 17:00,57411,57538
17:00 - 17:15,57517,57710
17:15 - 17:30,57514,57663
17:30 - 17:45,57856,57862
17:45 - 18:00,57757,57824
18:00 - 18:15,57928,58135
18:15 - 18:30,57986,58024
18:30 - 18:45,57756,57944
18:45 - 19:00,57534,57721
19:00 - 19:15,57526,57685
19:15 - 19:30,57360,57465
19:30 - 19:45,57223,57145
19:45 - 20:00,57242,57068
20:00 - 20:15,56725,56757
20:15 - 20:30,56494,56892
20:30 - 20:45,56330,57140
20:45 - 21:00,56537,57251
21:00 - 21:15,56165,56348
21:15 - 21:30,55485,55606
21:30 - 21:45,54770,54883
21:45 - 22:00,54303,54343
22:00 - 22:15,53761,53644
22:15 - 22:30,52907,52786
22:30 - 22:45,52085,51919
22:45 - 23:00,51237,51249
23:00 - 23:15,50441,50233
23:15 - 23:30,49714,49190
23:30 - 23:45,48996,48382
23:45 - 00:00,48151,47873
00:00 - 00:15,47873,47063
00:15 - 00:30,47252,46379
00:30 - 00:45,46672,45792
00:45 - 01:00,46115,45323
01:00 - 01:15,45342,45061
01:15 - 01:30,44813,44741
01:30 - 01:45,44358,44244
01:45 - 02:00,44023,43969
02:00 - 02:15,43777,43385
02:15 - 02:30,43269,42819
02:30 - 02:45,43135,42730
02:45 - 03:00,42749,42506
03:00 - 03:15,42514,42125
03:15 - 03:30,42467,41975
03:30 - 03:45,42303,41859
03:45 - 04:00,42135,41710
04:00 - 04:15,42377,41916
04:15 - 04:30,42288,41993
04:30 - 04:45,42511,42031
04:45 - 05:00,42428,42088
05:00 - 05:15,42669,42395
05:15 - 05:30,42774,42664
05:30 - 05:45,42846,42903
05:45 - 06:00,43049,43010
06:00 - 06:15,43399,43210
06:15 - 06:30,43637,43211
06:30 - 06:45,43995,43113
06:45 - 07:00,44224,43465
07:00 - 07:15,45201,44252
07:15 - 07:30,46062,45140
07:30 - 07:45,47172,46140
07:45 - 08:00,47630,46788
08:00 - 08:15,48957,48293
08:15 - 08:30,49454,49257
08:30 - 08:45,49181,50460
08:45 - 09:00,51599,51253
09:00 - 09:15,52629,51524
09:15 - 09:30,54002,52434
09:30 - 09:45,54469,53079
09:45 - 10:00,54980,53716
10:00 - 10:15,55597,54255
10:15 - 10:30,53311,54717
10:30 - 10:45,54108,55373
10:45 - 11:00,54323,55760
11:00 - 11:15,58731,56165
11:15 - 11:30,59576,56770
11:30 - 11:45,60222,57327
11:45 - 12:00,60294,57311
12:00 - 12:15,59713,56776
12:15 - 12:30,55505,56471
12:30 - 12:45,55042,56452
12:45 - 13:00,54332,56035
13:00 - 13:15,53598,55378
13:15 - 13:30,53379,54788
13:30 - 13:45,57733,54494
13:45 - 14:00,57341,54040
14:00 - 14:15,56950,53760
14:15 - 14:30,56675,53389
14:30 - 14:45,57307,53349
14:45 - 15:00,56577,52947
15:00 - 15:15,56150,52888
15:15 - 15:30,56118,52684
15:30 - 15:45,55863,52783
15:45 - 16:00,51749,52611
16:00 - 16:15,51813,52517
16:15 - 16:30,52038,52585
16:30 - 16:45,52369,52691
16:45 - 17:00,52619,52627
17:00 - 17:15,53062,53318
17:15 - 17:30,53748,53569
17:30 - 17:45,54749,54308
17:45 - 18:00,55048,54540
18:00 - 18:15,55764,55074
18:15 - 18:30,56078,55407
18:30 - 18:45,56634,55774
18:45 - 19:00,56679,55899
19:00 - 19:15,57433,55842
19:15 - 19:30,56882,55949
19:30 - 19:45,57079,55966
19:45 - 20:00,56978,56032
20:00 - 20:15,57324,57193
20:15 - 20:30,57359,57736
20:30 - 20:45,57330,58352
20:45 - 21:00,57185,58245
21:00 - 21:15,56908,57702
21:15 - 21:30,56419,57136
21:30 - 21:45,55980,56724
21:45 - 22:00,55806,56428
22:00 - 22:15,55956,56305
22:15 - 22:30,55379,55492
22:30 - 22:45,54522,54696
22:45 - 23:00,53638,53727
23:00 - 23:15,52522,52694
23:15 - 23:30,51705,51532
23:30 - 23:45,50885,50858
23:45 - 00:00,50362,50200
00:00 - 00:15,49786,49827
00:15 - 00:30,49228,48975
00:30 - 00:45,48583,48532
00:45 - 01:00,48147,48039
01:00 - 01:15,47731,47879
01:15 - 01:30,47278,47214
01:30 - 01:45,47114,47102
01:45 - 02:00,46699,46837
02:00 - 02:15,46592,46980
02:15 - 02:30,46344,46794
02:30 - 02:45,46576,46808
02:45 - 03:00,46229,46809
03:00 - 03:15,46352,46850
03:15 - 03:30,46510,46958
03:30 - 03:45,46627,47053
03:45 - 04:00,46654,47120
04:00 - 04:15,47404,47407
04:15 - 04:30,47820,47792
04:30 - 04:45,48344,48514
04:45 - 05:00,48972,49261
05:00 - 05:15,51204,50885
05:15 - 05:30,51749,51993
05:30 - 05:45,53235,53945
05:45 - 06:00,55115,55947
06:00 - 06:15,59023,59707
06:15 - 06:30,61199,61980
06:30 - 06:45,63084,63492
06:45 - 07:00,64068,64862
07:00 - 07:15,66472,67026
07:15 - 07:30,67503,68366
07:30 - 07:45,69149,69670
07:45 - 08:00,69731,70801
08:00 - 08:15,71007,72186
08:15 - 08:30,71278,72573
08:30 - 08:45,71582,73131
08:45 - 09:00,72262,73673
09:00 - 09:15,72062,73272
09:15 - 09:30,72589,73922
09:30 - 09:45,73146,74848
09:45 - 10:00,74042,75268
10:00 - 10:15,74420,74983
10:15 - 10:30,74447,75245
10:30 - 10:45,75262,75502
10:45 - 11:00,75908,75934
11:00 - 11:15,76180,75942
11:15 - 11:30,76750,76266
11:30 - 11:45,77144,76781
11:45 - 12:00,77122,76570
12:00 - 12:15,76267,75483
12:15 - 12:30,76047,74994
12:30 - 12:45,75861,74718
12:45 - 13:00,76182,74612
13:00 - 13:15,75691,74920
13:15 - 13:30,75326,74810
13:30 - 13:45,75131,74253
13:45 - 14:00,74421,73329
14:00 - 14:15,74087,73233
14:15 - 14:30,74099,73336
14:30 - 14:45,73746,73117
14:45 - 15:00,73133,72864
15:00 - 15:15,72829,72690
15:15 - 15:30,72811,72220
15:30 - 15:45,72241,72049
15:45 - 16:00,71783,71256
16:00 - 16:15,71482,70658
16:15 - 16:30,71215,70270
16:30 - 16:45,71286,70037
16:45 - 17:00,71177,69619
17:00 - 17:15,70887,69595
17:15 - 17:30,70955,69797
17:30 - 17:45,70863,69811
17:45 - 18:00,70980,69990
18:00 - 18:15,70310,70094
18:15 - 18:30,70081,70294
18:30 - 18:45,70375,70581
18:45 - 19:00,70425,70887
19:00 - 19:15,70418,70208
19:15 - 19:30,69741,69775
19:30 - 19:45,69373,69544
19:45 - 20:00,69189,70084
20:00 - 20:15,68261,69979
20:15 - 20:30,68274,70389
20:30 - 20:45,67615,70270
20:45 - 21:00,67083,69793
21:00 - 21:15,66066,69359
21:15 - 21:30,65450,68123
21:30 - 21:45,64619,66552
21:45 - 22:00,63510,65209
22:00 - 22:15,62472,63892
22:15 - 22:30,61343,62906
22:30 - 22:45,59936,61522
22:45 - 23:00,58405,60199
23:00 - 23:15,57114,59106
23:15 - 23:30,56103,57852
23:30 - 23:45,55159,56914
23:45 - 00:00,54287,55933
00:00 - 00:15,53113,55065
00:15 - 00:30,52510,54684
00:30 - 00:45,51785,53944
00:45 - 01:00,51082,53423
01:00 - 01:15,50401,52972
01:15 - 01:30,49953,52369
01:30 - 01:45,49556,52035
01:45 - 02:00,49192,51872
02:00 - 02:15,48825,51509
02:15 - 02:30,48389,51294
02:30 - 02:45,48510,51116
02:45 - 03:00,48232,51089
