Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
17:45 - 18:00,64935,69381
18:00 - 18:15,64311,69029
18:15 - 18:30,63995,69026
18:30 - 18:45,64042,68717
18:45 - 19:00,64026,68588
19:00 - 19:15,63682,68269
19:15 - 19:30,63023,67546
19:30 - 19:45,62696,67072
19:45 - 20:00,62526,66315
20:00 - 20:15,61683,65242
20:15 - 20:30,60732,64117
20:30 - 20:45,59907,63407
20:45 - 21:00,59300,62600
21:00 - 21:15,58672,62322
21:15 - 21:30,58296,61826
21:30 - 21:45,57825,61647
21:45 - 22:00,57392,61246
22:00 - 22:15,56989,61328
22:15 - 22:30,56283,60384
22:30 - 22:45,55304,59634
22:45 - 23:00,54264,58368
23:00 - 23:15,52770,57033
23:15 - 23:30,51645,56027
23:30 - 23:45,50556,55116
23:45 - 00:00,49596,54036
00:00 - 00:15,48936,53304
00:15 - 00:30,48560,52453
00:30 - 00:45,47799,51641
00:45 - 01:00,47063,50846
01:00 - 01:15,46204,49973
01:15 - 01:30,45668,49615
01:30 - 01:45,45183,48939
01:45 - 02:00,44739,48462
02:00 - 02:15,44326,48027
02:15 - 02:30,44027,47630
02:30 - 02:45,43753,47645
02:45 - 03:00,43622,47433
03:00 - 03:15,43401,47130
03:15 - 03:30,43299,46811
03:30 - 03:45,43193,46651
03:45 - 04:00,43038,46527
04:00 - 04:15,43171,46925
04:15 - 04:30,43111,46791
04:30 - 04:45,43327,46753
04:45 - 05:00,43309,46476
05:00 - 05:15,43655,46638
05:15 - 05:30,43376,46786
05:30 - 05:45,43649,46865
05:45 - 06:00,44038,47245
06:00 - 06:15,45068,48770
06:15 - 06:30,45809,49319
06:30 - 06:45,46487,50156
06:45 - 07:00,47302,50990
07:00 - 07:15,48967,52687
07:15 - 07:30,49923,53713
07:30 - 07:45,51100,54753
07:45 - 08:00,52055,55852
08:00 - 08:15,53659,56754
08:15 - 08:30,54618,58365
08:30 - 08:45,55669,59156
08:45 - 09:00,56234,59769
09:00 - 09:15,57079,60919
09:15 - 09:30,57892,61594
09:30 - 09:45,58771,62436
09:45 - 10:00,59317,63062
10:00 - 10:15,60258,63933
10:15 - 10:30,60964,64279
10:30 - 10:45,61302,64490
10:45 - 11:00,61535,64919
11:00 - 11:15,62133,65204
11:15 - 11:30,62735,65360
11:30 - 11:45,63040,65443
11:45 - 12:00,63031,65330
12:00 - 12:15,62684,64807
12:15 - 12:30,62486,64305
12:30 - 12:45,62235,63881
12:45 - 13:00,61926,63459
13:00 - 13:15,61672,62780
13:15 - 13:30,60920,62092
13:30 - 13:45,60291,61751
13:45 - 14:00,59790,61042
14:00 - 14:15,59481,60586
14:15 - 14:30,59122,59901
14:30 - 14:45,58836,59545
14:45 - 15:00,58617,59481
15:00 - 15:15,58312,59496
15:15 - 15:30,57845,59222
15:30 - 15:45,57662,59058
15:45 - 16:00,57336,58859
16:00 - 16:15,57217,58634
16:15 - 16:30,57115,58431
16:30 - 16:45,56823,58098
16:45 - 17:00,56722,58368
17:00 - 17:15,56533,58718
17:15 - 17:30,56787,58865
17:30 - 17:45,56715,58756
17:45 - 18:00,56659,58565
18:00 - 18:15,56390,58509
18:15 - 18:30,56155,58263
18:30 - 18:45,56016,58140
18:45 - 19:00,55829,58212
19:00 - 19:15,55523,57848
19:15 - 19:30,54905,57240
19:30 - 19:45,54671,56274
19:45 - 20:00,54350,55611
20:00 - 20:15,53887,55097
20:15 - 20:30,53004,54591
20:30 - 20:45,52449,54221
20:45 - 21:00,52052,53765
21:00 - 21:15,51675,53338
21:15 - 21:30,51263,53215
21:30 - 21:45,51063,53209
21:45 - 22:00,51157,53091
22:00 - 22:15,51352,53686
22:15 - 22:30,50836,53468
22:30 - 22:45,50007,52800
22:45 - 23:00,49309,51736
23:00 - 23:15,48110,50818
23:15 - 23:30,47312,49813
23:30 - 23:45,46400,48973
23:45 - 00:00,45703,48007
00:00 - 00:15,38968,46859
00:15 - 00:30,38480,45971
00:30 - 00:45,37923,45121
00:45 - 01:00,37246,44551
01:00 - 01:15,36561,43853
01:15 - 01:30,36199,43283
01:30 - 01:45,35838,43115
01:45 - 02:00,35591,42772
02:00 - 02:15,35363,42390
02:15 - 02:30,35078,42046
02:30 - 02:45,34814,41903
02:45 - 03:00,34618,41804
03:00 - 03:15,34412,41370
03:15 - 03:30,34336,41060
03:30 - 03:45,34389,41053
03:45 - 04:00,34045,40873
04:00 - 04:15,34224,41162
04:15 - 04:30,34135,40917
04:30 - 04:45,34159,40816
04:45 - 05:00,34135,40237
05:00 - 05:15,34151,40390
05:15 - 05:30,33964,40432
05:30 - 05:45,33802,40241
05:45 - 06:00,33885,40121
06:00 - 06:15,34512,40693
06:15 - 06:30,34601,41223
06:30 - 06:45,34971,41886
06:45 - 07:00,35210,42142
07:00 - 07:15,35870,43224
07:15 - 07:30,36262,44087
07:30 - 07:45,37001,45004
07:45 - 08:00,37714,45804
08:00 - 08:15,38699,46962
08:15 - 08:30,39664,47864
08:30 - 08:45,40428,48817
08:45 - 09:00,41231,49757
09:00 - 09:15,42317,50743
09:15 - 09:30,43004,51528
09:30 - 09:45,43511,52066
09:45 - 10:00,43950,52585
10:00 - 10:15,44621,53345
10:15 - 10:30,45482,54079
10:30 - 10:45,46001,54722
10:45 - 11:00,46345,55192
11:00 - 11:15,47123,56062
11:15 - 11:30,47745,56908
11:30 - 11:45,48130,57350
11:45 - 12:00,48304,57020
12:00 - 12:15,48101,56734
12:15 - 12:30,47896,56383
12:30 - 12:45,47629,55780
12:45 - 13:00,47536,55302
13:00 - 13:15,47375,55057
13:15 - 13:30,46967,54467
13:30 - 13:45,46398,54157
13:45 - 14:00,45938,53538
14:00 - 14:15,45839,53255
14:15 - 14:30,45502,52664
14:30 - 14:45,45393,52419
14:45 - 15:00,44986,52018
15:00 - 15:15,44961,51563
15:15 - 15:30,44617,51245
15:30 - 15:45,44392,51148
15:45 - 16:00,44272,51318
16:00 - 16:15,44232,51579
16:15 - 16:30,44088,51394
16:30 - 16:45,44097,51594
16:45 - 17:00,44187,51959
17:00 - 17:15,44352,52491
17:15 - 17:30,44543,52856
17:30 - 17:45,44730,53013
17:45 - 18:00,45082,53403
18:00 - 18:15,45378,54223
18:15 - 18:30,45560,54607
18:30 - 18:45,45654,54672
18:45 - 19:00,45425,55049
19:00 - 19:15,45799,55252
19:15 - 19:30,45314,55160
19:30 - 19:45,45150,55129
19:45 - 20:00,45021,54862
20:00 - 20:15,45127,54830
20:15 - 20:30,44761,54354
20:30 - 20:45,44606,53754
20:45 - 21:00,44284,53553
21:00 - 21:15,44270,52615
21:15 - 21:30,44142,53413
21:30 - 21:45,44136,53306
21:45 - 22:00,44515,54163
22:00 - 22:15,45162,55204
22:15 - 22:30,44992,54997
22:30 - 22:45,44264,54055
22:45 - 23:00,43501,53253
23:00 - 23:15,42470,52297
23:15 - 23:30,41551,51190
23:30 - 23:45,40951,50346
23:45 - 00:00,46421,49425
00:00 - 00:15,45116,48772
00:15 - 00:30,44498,48255
00:30 - 00:45,43980,47448
00:45 - 01:00,43503,46769
01:00 - 01:15,42919,46032
01:15 - 01:30,42551,45536
01:30 - 01:45,42296,45186
01:45 - 02:00,42075,45000
02:00 - 02:15,41850,44545
02:15 - 02:30,41665,44515
02:30 - 02:45,41521,44409
02:45 - 03:00,41466,44128
03:00 - 03:15,41676,44362
03:15 - 03:30,41575,44134
03:30 - 03:45,41878,44203
03:45 - 04:00,41772,44519
04:00 - 04:15,42439,45079
04:15 - 04:30,42943,45509
04:30 - 04:45,43331,46014
04:45 - 05:00,43944,46721
05:00 - 05:15,45794,48500
05:15 - 05:30,46009,49676
05:30 - 05:45,47578,51096
05:45 - 06:00,49563,52922
06:00 - 06:15,53612,56996
06:15 - 06:30,56358,59737
06:30 - 06:45,58391,61653
06:45 - 07:00,60353,63887
07:00 - 07:15,62886,66456
07:15 - 07:30,64516,67700
07:30 - 07:45,65655,68982
07:45 - 08:00,66503,70096
08:00 - 08:15,68008,71298
08:15 - 08:30,68655,71964
08:30 - 08:45,69106,72504
08:45 - 09:00,69289,72977
09:00 - 09:15,69523,72847
09:15 - 09:30,69998,73292
09:30 - 09:45,70332,73721
09:45 - 10:00,70734,74253
10:00 - 10:15,71398,74586
10:15 - 10:30,71807,75008
10:30 - 10:45,72222,75533
10:45 - 11:00,72643,76009
11:00 - 11:15,73058,76521
11:15 - 11:30,73512,76959
11:30 - 11:45,73776,77542
11:45 - 12:00,73816,77507
12:00 - 12:15,72934,76532
12:15 - 12:30,72721,76361
12:30 - 12:45,72511,76173
12:45 - 13:00,72349,76137
13:00 - 13:15,72471,76234
13:15 - 13:30,72430,75754
13:30 - 13:45,71552,75321
13:45 - 14:00,71300,74707
14:00 - 14:15,71085,74710
14:15 - 14:30,70756,74512
14:30 - 14:45,70359,74181
14:45 - 15:00,70237,74093
15:00 - 15:15,70244,73731
15:15 - 15:30,69917,73066
15:30 - 15:45,69555,72457
15:45 - 16:00,68922,71383
16:00 - 16:15,68468,71559
16:15 - 16:30,67945,71160
16:30 - 16:45,67517,70970
16:45 - 17:00,67101,70687
17:00 - 17:15,66884,70390
17:15 - 17:30,66878,70293
17:30 - 17:45,66807,70306
17:45 - 18:00,66874,70108
18:00 - 18:15,66274,69944
18:15 - 18:30,66194,69715
18:30 - 18:45,66305,69738
18:45 - 19:00,66429,69439
19:00 - 19:15,66271,69286
19:15 - 19:30,65641,68993
19:30 - 19:45,65208,68388
19:45 - 20:00,64812,67998
20:00 - 20:15,63895,66904
20:15 - 20:30,63029,65913
20:30 - 20:45,62398,64963
20:45 - 21:00,61687,64187
21:00 - 21:15,61251,63422
21:15 - 21:30,60495,62904
21:30 - 21:45,59886,62701
21:45 - 22:00,59193,62229
22:00 - 22:15,58668,61987
22:15 - 22:30,57870,61488
22:30 - 22:45,56658,60496
22:45 - 23:00,55412,59222
23:00 - 23:15,53950,57925
23:15 - 23:30,52416,56714
23:30 - 23:45,51512,55661
23:45 - 00:00,50443,54450
00:00 - 00:15,50255,53156
00:15 - 00:30,49316,52178
00:30 - 00:45,48690,51671
00:45 - 01:00,48204,50827
01:00 - 01:15,47266,50228
01:15 - 01:30,46890,49632
01:30 - 01:45,46518,49130
01:45 - 02:00,46209,48859
02:00 - 02:15,45841,48710
02:15 - 02:30,45315,48575
02:30 - 02:45,45378,48455
02:45 - 03:00,45301,48401
03:00 - 03:15,45404,48701
03:15 - 03:30,45444,48682
03:30 - 03:45,45659,48728
03:45 - 04:00,45712,48694
04:00 - 04:15,46054,49030
04:15 - 04:30,46408,49550
04:30 - 04:45,46878,49842
04:45 - 05:00,47198,50024
05:00 - 05:15,48543,51248
05:15 - 05:30,48998,52042
05:30 - 05:45,50112,53029
05:45 - 06:00,51651,54474
06:00 - 06:15,55395,58708
06:15 - 06:30,57896,61299
06:30 - 06:45,59863,63302
06:45 - 07:00,61515,64822
07:00 - 07:15,64078,67597
07:15 - 07:30,65434,68887
07:30 - 07:45,66451,70175
07:45 - 08:00,67489,71219
08:00 - 08:15,68837,72635
08:15 - 08:30,69295,72980
08:30 - 08:45,69619,73534
08:45 - 09:00,69802,73848
09:00 - 09:15,69722,73676
09:15 - 09:30,70201,74203
09:30 - 09:45,70695,74623
09:45 - 10:00,70991,74467
10:00 - 10:15,71522,75175
10:15 - 10:30,71952,75589
10:30 - 10:45,72516,76027
10:45 - 11:00,72819,76241
11:00 - 11:15,73300,76642
11:15 - 11:30,73935,77087
11:30 - 11:45,74373,77469
11:45 - 12:00,74344,77505
12:00 - 12:15,73653,76596
12:15 - 12:30,73404,76122
12:30 - 12:45,73241,75971
12:45 - 13:00,73046,75941
13:00 - 13:15,73189,75853
13:15 - 13:30,72810,75382
13:30 - 13:45,72146,74899
13:45 - 14:00,71549,74179
14:00 - 14:15,71353,73871
14:15 - 14:30,71086,73603
14:30 - 14:45,70567,73565
14:45 - 15:00,70351,72869
15:00 - 15:15,70228,72661
15:15 - 15:30,69906,72388
15:30 - 15:45,69619,71788
15:45 - 16:00,69171,71181
16:00 - 16:15,68758,70827
16:15 - 16:30,68299,70570
16:30 - 16:45,67944,70369
16:45 - 17:00,67589,69984
17:00 - 17:15,67581,70026
17:15 - 17:30,67527,70153
17:30 - 17:45,67758,70359
17:45 - 18:00,67744,70248
18:00 - 18:15,67165,69799
18:15 - 18:30,67080,69420
18:30 - 18:45,67215,69474
18:45 - 19:00,67212,69536
19:00 - 19:15,66884,69292
19:15 - 19:30,66350,68738
19:30 - 19:45,65975,68199
19:45 - 20:00,65374,67772
20:00 - 20:15,64474,66796
20:15 - 20:30,63604,65674
20:30 - 20:45,62851,64863
20:45 - 21:00,62098,64333
21:00 - 21:15,61582,63476
21:15 - 21:30,61065,62779
21:30 - 21:45,60542,62395
21:45 - 22:00,59717,62111
22:00 - 22:15,59252,61719
22:15 - 22:30,58481,60802
22:30 - 22:45,57199,59690
22:45 - 23:00,56033,58529
23:00 - 23:15,54648,56888
23:15 - 23:30,53206,55464
23:30 - 23:45,51956,54518
23:45 - 00:00,50991,53478
00:00 - 00:15,43880,52612
00:15 - 00:30,43223,51900
00:30 - 00:45,42679,51204
00:45 - 01:00,42039,50738
01:00 - 01:15,41404,49961
01:15 - 01:30,41032,49563
01:30 - 01:45,40729,49568
01:45 - 02:00,40431,49253
02:00 - 02:15,39996,48759
02:15 - 02:30,39832,48455
02:30 - 02:45,39687,48436
02:45 - 03:00,39662,48281
03:00 - 03:15,39811,48327
03:15 - 03:30,39823,48248
03:30 - 03:45,40062,48254
03:45 - 04:00,39980,48397
04:00 - 04:15,40418,49063
04:15 - 04:30,40635,49485
04:30 - 04:45,41065,49773
04:45 - 05:00,41384,50285
05:00 - 05:15,42554,51354
05:15 - 05:30,42880,52130
05:30 - 05:45,43878,53306
05:45 - 06:00,45173,55094
06:00 - 06:15,48306,58688
06:15 - 06:30,50603,61137
06:30 - 06:45,52199,63001
06:45 - 07:00,53596,64773
07:00 - 07:15,55816,67427
07:15 - 07:30,57197,68718
07:30 - 07:45,58166,69958
07:45 - 08:00,58792,70735
08:00 - 08:15,59765,72385
08:15 - 08:30,60303,72899
08:30 - 08:45,60695,73133
08:45 - 09:00,60930,73081
09:00 - 09:15,60785,72830
09:15 - 09:30,60958,73677
09:30 - 09:45,61364,74084
09:45 - 10:00,61792,74248
10:00 - 10:15,62090,74701
10:15 - 10:30,62541,75021
10:30 - 10:45,62782,75436
10:45 - 11:00,62991,75506
11:00 - 11:15,63375,76016
11:15 - 11:30,63603,76721
11:30 - 11:45,63775,77200
11:45 - 12:00,63781,77129
12:00 - 12:15,63108,76116
12:15 - 12:30,62936,75883
12:30 - 12:45,62782,75902
12:45 - 13:00,62898,75819
13:00 - 13:15,63098,76218
13:15 - 13:30,62729,76275
13:30 - 13:45,62323,75920
13:45 - 14:00,61994,75245
14:00 - 14:15,61398,74870
14:15 - 14:30,61484,74662
14:30 - 14:45,61309,74603
14:45 - 15:00,61172,74456
15:00 - 15:15,61064,74134
15:15 - 15:30,60644,73658
15:30 - 15:45,60226,72973
15:45 - 16:00,59903,72492
16:00 - 16:15,59700,72049
16:15 - 16:30,59213,71868
16:30 - 16:45,58730,71566
16:45 - 17:00,58509,71248
17:00 - 17:15,58522,71097
17:15 - 17:30,58534,71196
17:30 - 17:45,58628,71103
17:45 - 18:00,58413,70929
18:00 - 18:15,57995,70452
18:15 - 18:30,57750,70107
18:30 - 18:45,57980,70084
18:45 - 19:00,57701,70227
19:00 - 19:15,57666,69753
19:15 - 19:30,56981,69263
19:30 - 19:45,56726,68958
19:45 - 20:00,56463,68603
20:00 - 20:15,55875,67333
20:15 - 20:30,55233,66829
20:30 - 20:45,54795,66153
20:45 - 21:00,54279,65238
21:00 - 21:15,53512,64545
21:15 - 21:30,53125,63744
21:30 - 21:45,52593,63613
21:45 - 22:00,52011,63168
22:00 - 22:15,51899,62667
22:15 - 22:30,51365,62001
22:30 - 22:45,50375,60827
22:45 - 23:00,49322,59383
23:00 - 23:15,47685,57876
23:15 - 23:30,46523,56660
23:30 - 23:45,45652,55302
23:45 - 00:00,51193,54307
00:00 - 00:15,50228,54194
00:15 - 00:30,49458,53425
00:30 - 00:45,48855,52638
00:45 - 01:00,48157,52042
01:00 - 01:15,47443,51350
01:15 - 01:30,47025,50858
01:30 - 01:45,46577,50412
01:45 - 02:00,46241,49987
02:00 - 02:15,45725,49907
02:15 - 02:30,45706,49843
02:30 - 02:45,45662,49751
02:45 - 03:00,45722,49994
03:00 - 03:15,45731,50035
03:15 - 03:30,45803,49754
03:30 - 03:45,46050,49896
03:45 - 04:00,46035,50018
04:00 - 04:15,46591,50626
04:15 - 04:30,46851,50760
04:30 - 04:45,47504,51107
04:45 - 05:00,47960,51787
05:00 - 05:15,49146,53097
05:15 - 05:30,49876,53680
05:30 - 05:45,51167,54935
05:45 - 06:00,52653,56569
06:00 - 06:15,56290,59739
06:15 - 06:30,59144,62489
06:30 - 06:45,61195,64319
06:45 - 07:00,62938,66050
07:00 - 07:15,65207,69209
07:15 - 07:30,66077,70844
07:30 - 07:45,67074,71825
07:45 - 08:00,68066,72817
08:00 - 08:15,69233,74351
08:15 - 08:30,69763,75043
08:30 - 08:45,70205,75460
08:45 - 09:00,70351,75828
09:00 - 09:15,70470,75737
09:15 - 09:30,70942,75984
09:30 - 09:45,71566,76270
09:45 - 10:00,71838,76731
10:00 - 10:15,72256,76943
10:15 - 10:30,72804,77347
10:30 - 10:45,73188,77563
10:45 - 11:00,73438,78190
11:00 - 11:15,74007,78674
11:15 - 11:30,74351,78996
11:30 - 11:45,74768,79186
11:45 - 12:00,74835,79032
12:00 - 12:15,74092,78125
12:15 - 12:30,73633,77628
12:30 - 12:45,73595,77837
12:45 - 13:00,73504,77544
13:00 - 13:15,73799,77636
13:15 - 13:30,73328,77424
13:30 - 13:45,72874,76966
13:45 - 14:00,72501,76118
14:00 - 14:15,72002,76154
14:15 - 14:30,72056,75769
14:30 - 14:45,71823,75490
14:45 - 15:00,71290,75475
15:00 - 15:15,71212,75141
15:15 - 15:30,70659,74704
15:30 - 15:45,69985,74461
15:45 - 16:00,69375,73988
16:00 - 16:15,68957,73501
16:15 - 16:30,68443,72975
16:30 - 16:45,68054,72728
16:45 - 17:00,67899,72163
17:00 - 17:15,67745,72322
17:15 - 17:30,67805,72326
17:30 - 17:45,67827,72441
17:45 - 18:00,67482,72693
18:00 - 18:15,66974,71963
18:15 - 18:30,66875,71838
18:30 - 18:45,66847,71863
18:45 - 19:00,66850,71674
19:00 - 19:15,66438,71175
19:15 - 19:30,66134,70623
19:30 - 19:45,65805,70260
19:45 - 20:00,65381,69941
20:00 - 20:15,64603,69030
20:15 - 20:30,63737,68010
20:30 - 20:45,62790,67397
20:45 - 21:00,62124,66457
21:00 - 21:15,61440,65447
21:15 - 21:30,60715,64972
21:30 - 21:45,60104,63949
21:45 - 22:00,59594,63607
22:00 - 22:15,59216,63530
22:15 - 22:30,58548,62739
22:30 - 22:45,57268,61196
22:45 - 23:00,56055,60072
23:00 - 23:15,54592,58673
23:15 - 23:30,53330,57480
23:30 - 23:45,52365,56138
23:45 - 00:00,51445,55414
00:00 - 00:15,51631,53957
00:15 - 00:30,50858,53122
00:30 - 00:45,50290,52298
00:45 - 01:00,49552,51673
01:00 - 01:15,48826,51170
01:15 - 01:30,48335,50427
01:30 - 01:45,48019,50260
01:45 - 02:00,47742,50039
02:00 - 02:15,47338,49199
02:15 - 02:30,46972,49210
02:30 - 02:45,46909,49214
02:45 - 03:00,47008,49066
03:00 - 03:15,47122,49268
03:15 - 03:30,47225,49459
03:30 - 03:45,47368,49251
03:45 - 04:00,47207,49606
04:00 - 04:15,47719,49905
04:15 - 04:30,48058,50420
04:30 - 04:45,48531,50672
04:45 - 05:00,49174,51049
05:00 - 05:15,50310,52280
05:15 - 05:30,50745,53164
05:30 - 05:45,52034,54464
05:45 - 06:00,53418,56021
06:00 - 06:15,57002,59758
06:15 - 06:30,59441,62294
06:30 - 06:45,61343,64249
06:45 - 07:00,63056,65855
07:00 - 07:15,65415,68113
07:15 - 07:30,66742,69677
07:30 - 07:45,67876,70898
07:45 - 08:00,68733,71806
08:00 - 08:15,69965,73405
08:15 - 08:30,70636,73928
08:30 - 08:45,71106,74606
08:45 - 09:00,71250,74635
09:00 - 09:15,71100,74503
09:15 - 09:30,71422,75013
09:30 - 09:45,72154,75620
09:45 - 10:00,72507,76013
10:00 - 10:15,72821,76361
10:15 - 10:30,73417,76406
10:30 - 10:45,73871,76465
10:45 - 11:00,74328,76806
11:00 - 11:15,74575,77538
11:15 - 11:30,75035,77948
11:30 - 11:45,75177,78012
11:45 - 12:00,75048,77889
12:00 - 12:15,74449,77059
12:15 - 12:30,74137,76524
12:30 - 12:45,73802,76541
12:45 - 13:00,73667,76385
13:00 - 13:15,73704,76151
13:15 - 13:30,73147,75996
13:30 - 13:45,72608,75528
13:45 - 14:00,72004,74802
14:00 - 14:15,71376,74143
14:15 - 14:30,71338,73868
14:30 - 14:45,70978,73553
14:45 - 15:00,70718,72935
15:00 - 15:15,70795,72932
15:15 - 15:30,70578,72289
15:30 - 15:45,70090,71790
15:45 - 16:00,69561,71359
16:00 - 16:15,69405,70990
16:15 - 16:30,68870,70537
16:30 - 16:45,68588,70265
16:45 - 17:00,68091,70283
17:00 - 17:15,68219,69977
17:15 - 17:30,68148,70046
17:30 - 17:45,67955,70101
17:45 - 18:00,67829,69767
18:00 - 18:15,66964,69965
18:15 - 18:30,66659,69768
18:30 - 18:45,66544,69698
18:45 - 19:00,66409,69170
19:00 - 19:15,66145,68886
19:15 - 19:30,65280,68170
19:30 - 19:45,64772,67697
19:45 - 20:00,64434,67268
20:00 - 20:15,63519,65840
20:15 - 20:30,62661,64909
20:30 - 20:45,61692,63967
20:45 - 21:00,61102,63142
21:00 - 21:15,60425,63078
21:15 - 21:30,60029,62708
21:30 - 21:45,59404,62327
21:45 - 22:00,58834,61645
22:00 - 22:15,58469,61152
22:15 - 22:30,57839,60258
22:30 - 22:45,56801,59270
22:45 - 23:00,55566,58152
23:00 - 23:15,54073,56624
23:15 - 23:30,52893,55387
23:30 - 23:45,51847,54323
23:45 - 00:00,50927,53237
00:00 - 00:15,51263,52328
00:15 - 00:30,50377,51566
00:30 - 00:45,49583,49701
00:45 - 01:00,48819,48901
01:00 - 01:15,48043,48291
01:15 - 01:30,47365,47618
01:30 - 01:45,46866,47471
01:45 - 02:00,46376,47210
02:00 - 02:15,45987,47005
02:15 - 02:30,45537,46557
02:30 - 02:45,45538,46158
02:45 - 03:00,45239,46144
03:00 - 03:15,45190,46133
03:15 - 03:30,45173,45891
03:30 - 03:45,45087,45800
03:45 - 04:00,44935,45762
04:00 - 04:15,45030,45812
04:15 - 04:30,45058,45807
04:30 - 04:45,45202,45788
04:45 - 05:00,45060,45832
05:00 - 05:15,45186,45950
05:15 - 05:30,45071,45958
05:30 - 05:45,44986,45917
05:45 - 06:00,45174,46322
06:00 - 06:15,46188,47456
06:15 - 06:30,46739,48125
06:30 - 06:45,47440,48990
06:45 - 07:00,48104,49759
07:00 - 07:15,49755,51477
07:15 - 07:30,50682,52646
07:30 - 07:45,52312,53671
07:45 - 08:00,53542,54597
08:00 - 08:15,54782,55972
08:15 - 08:30,55908,56844
08:30 - 08:45,56970,57732
08:45 - 09:00,57597,58450
09:00 - 09:15,58694,59377
09:15 - 09:30,59523,60164
09:30 - 09:45,60516,60970
09:45 - 10:00,61109,61681
10:00 - 10:15,61620,62059
10:15 - 10:30,62069,62342
10:30 - 10:45,62420,62756
10:45 - 11:00,62594,62957
11:00 - 11:15,63240,63155
11:15 - 11:30,63626,63639
11:30 - 11:45,63859,63980
11:45 - 12:00,63824,63719
12:00 - 12:15,63308,63232
12:15 - 12:30,62932,62617
12:30 - 12:45,62557,62292
12:45 - 13:00,62091,61909
13:00 - 13:15,61645,61122
13:15 - 13:30,60800,60696
13:30 - 13:45,60403,59787
13:45 - 14:00,59705,59271
14:00 - 14:15,59540,58252
14:15 - 14:30,59281,57877
14:30 - 14:45,58567,57719
14:45 - 15:00,58301,57609
15:00 - 15:15,58292,57496
15:15 - 15:30,58021,57271
15:30 - 15:45,57744,57116
15:45 - 16:00,57294,56553
16:00 - 16:15,57213,56362
16:15 - 16:30,57252,57318
16:30 - 16:45,57055,57700
16:45 - 17:00,56621,57416
17:00 - 17:15,57140,57796
17:15 - 17:30,57494,57776
17:30 - 17:45,57588,57943
17:45 - 18:00,57664,57915
18:00 - 18:15,57527,58128
18:15 - 18:30,57728,57721
18:30 - 18:45,57363,57545
18:45 - 19:00,57072,57489
19:00 - 19:15,56929,57411
19:15 - 19:30,56492,57159
19:30 - 19:45,56140,56751
19:45 - 20:00,55462,56262
20:00 - 20:15,54713,55581
20:15 - 20:30,53746,54852
20:30 - 20:45,53265,54190
20:45 - 21:00,52707,53656
21:00 - 21:15,52341,53192
21:15 - 21:30,52078,52981
21:30 - 21:45,51994,52695
21:45 - 22:00,51967,52637
22:00 - 22:15,52394,52864
22:15 - 22:30,52009,52384
22:30 - 22:45,51164,51538
22:45 - 23:00,50263,50906
23:00 - 23:15,48949,49733
23:15 - 23:30,48176,48721
23:30 - 23:45,47401,48345
23:45 - 00:00,46576,47632
00:00 - 00:15,39599,46506
00:15 - 00:30,39076,45684
00:30 - 00:45,38488,45104
00:45 - 01:00,37854,44415
01:00 - 01:15,37131,43699
01:15 - 01:30,36680,43098
01:30 - 01:45,36352,42592
01:45 - 02:00,35994,41977
02:00 - 02:15,35736,41785
02:15 - 02:30,35432,41338
02:30 - 02:45,35215,41071
02:45 - 03:00,35006,40799
03:00 - 03:15,34934,40704
03:15 - 03:30,34745,40697
03:30 - 03:45,34805,40406
03:45 - 04:00,34590,40307
04:00 - 04:15,34602,40332
04:15 - 04:30,34558,40289
04:30 - 04:45,34629,40509
04:45 - 05:00,34601,40252
05:00 - 05:15,34736,40306
05:15 - 05:30,34479,40329
05:30 - 05:45,34198,40334
05:45 - 06:00,34200,40412
06:00 - 06:15,34857,40818
06:15 - 06:30,35107,41257
06:30 - 06:45,35321,41893
06:45 - 07:00,35456,42296
07:00 - 07:15,36566,43339
07:15 - 07:30,37118,44257
07:30 - 07:45,37813,44982
07:45 - 08:00,38590,45794
08:00 - 08:15,39504,46853
08:15 - 08:30,40364,47772
08:30 - 08:45,41181,48741
08:45 - 09:00,41979,49325
09:00 - 09:15,42927,50477
09:15 - 09:30,43621,51154
09:30 - 09:45,44273,51955
09:45 - 10:00,44885,52460
10:00 - 10:15,45394,53434
10:15 - 10:30,46118,54260
10:30 - 10:45,46532,55023
10:45 - 11:00,47003,55635
11:00 - 11:15,47762,56577
11:15 - 11:30,48287,57468
11:30 - 11:45,48724,58164
11:45 - 12:00,48827,58198
12:00 - 12:15,48632,57959
12:15 - 12:30,48513,57555
12:30 - 12:45,48230,56845
12:45 - 13:00,47930,55805
13:00 - 13:15,47658,55237
13:15 - 13:30,47017,54715
13:30 - 13:45,46466,54167
13:45 - 14:00,45949,53781
14:00 - 14:15,45822,53180
14:15 - 14:30,45317,52772
14:30 - 14:45,45013,52511
14:45 - 15:00,44693,52421
15:00 - 15:15,44451,52265
15:15 - 15:30,44391,51975
15:30 - 15:45,43978,51938
15:45 - 16:00,44079,51570
16:00 - 16:15,44132,51596
16:15 - 16:30,44036,51328
