Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
05:30 - 05:45,61345,63700
05:45 - 06:00,62820,65367
06:00 - 06:15,65436,68559
06:15 - 06:30,67765,71031
06:30 - 06:45,70182,72927
06:45 - 07:00,71782,75306
07:00 - 07:15,74805,78310
07:15 - 07:30,76137,79674
07:30 - 07:45,76929,80557
07:45 - 08:00,77652,81064
08:00 - 08:15,78744,81940
08:15 - 08:30,79283,82122
08:30 - 08:45,79230,82242
08:45 - 09:00,79640,82173
09:00 - 09:15,79354,81697
09:15 - 09:30,78905,82027
09:30 - 09:45,79607,82607
09:45 - 10:00,79908,82787
10:00 - 10:15,79816,83413
10:15 - 10:30,79686,83781
10:30 - 10:45,79706,84217
10:45 - 11:00,80178,84452
11:00 - 11:15,81161,84914
11:15 - 11:30,81151,85381
11:30 - 11:45,81475,85428
11:45 - 12:00,81045,85557
12:00 - 12:15,80539,85137
12:15 - 12:30,80230,84962
12:30 - 12:45,79768,85070
12:45 - 13:00,80144,85045
13:00 - 13:15,79663,85501
13:15 - 13:30,79076,85107
13:30 - 13:45,74246,84412
13:45 - 14:00,77993,83618
14:00 - 14:15,73257,83664
14:15 - 14:30,73135,83558
14:30 - 14:45,78462,83380
14:45 - 15:00,77725,83074
15:00 - 15:15,77246,82979
15:15 - 15:30,76836,82922
15:30 - 15:45,76463,82751
15:45 - 16:00,76527,82500
16:00 - 16:15,76651,82261
16:15 - 16:30,76516,82012
16:30 - 16:45,76669,82438
16:45 - 17:00,77044,83243
17:00 - 17:15,78134,84135
17:15 - 17:30,78973,85251
17:30 - 17:45,79492,86121
17:45 - 18:00,80206,86297
18:00 - 18:15,80320,86226
18:15 - 18:30,80048,85900
18:30 - 18:45,80196,85780
18:45 - 19:00,80153,85524
19:00 - 19:15,79452,84369
19:15 - 19:30,72013,83438
19:30 - 19:45,78416,82891
19:45 - 20:00,77000,81762
20:00 - 20:15,75449,80340
20:15 - 20:30,74404,78994
20:30 - 20:45,73152,77808
20:45 - 21:00,71895,76758
21:00 - 21:15,70741,75674
21:15 - 21:30,70654,74975
21:30 - 21:45,69627,74186
21:45 - 22:00,64545,73076
22:00 - 22:15,68755,73039
22:15 - 22:30,68632,71946
22:30 - 22:45,63167,70853
22:45 - 23:00,61923,69834
23:00 - 23:15,60750,68356
23:15 - 23:30,59595,66836
23:30 - 23:45,61961,65760
23:45 - 00:00,61000,64722
00:00 - 00:15,60261,62641
00:15 - 00:30,59507,61963
00:30 - 00:45,58925,61346
00:45 - 01:00,58235,60406
01:00 - 01:15,57569,59607
01:15 - 01:30,57044,58925
01:30 - 01:45,56792,58800
01:45 - 02:00,56445,58451
02:00 - 02:15,56020,58624
02:15 - 02:30,55801,56959
02:30 - 02:45,55788,56947
02:45 - 03:00,55574,56855
03:00 - 03:15,55694,57268
03:15 - 03:30,55596,57245
03:30 - 03:45,55762,58293
03:45 - 04:00,55841,58551
04:00 - 04:15,56329,58833
04:15 - 04:30,56626,59150
04:30 - 04:45,56997,59528
04:45 - 05:00,57658,59777
05:00 - 05:15,58960,60890
05:15 - 05:30,59618,61669
05:30 - 05:45,60714,62738
05:45 - 06:00,62080,63970
06:00 - 06:15,64576,68078
06:15 - 06:30,67268,70482
06:30 - 06:45,69384,72610
06:45 - 07:00,69812,75934
07:00 - 07:15,74603,78449
07:15 - 07:30,75974,80209
07:30 - 07:45,76866,81065
07:45 - 08:00,77603,81718
08:00 - 08:15,78600,82304
08:15 - 08:30,79125,82703
08:30 - 08:45,78955,82970
08:45 - 09:00,79220,83141
09:00 - 09:15,79012,83065
09:15 - 09:30,79024,83460
09:30 - 09:45,79874,84060
09:45 - 10:00,79938,84484
10:00 - 10:15,79661,84885
10:15 - 10:30,79787,85455
10:30 - 10:45,79654,85824
10:45 - 11:00,80273,86070
11:00 - 11:15,80948,85628
11:15 - 11:30,80865,85650
11:30 - 11:45,81187,85960
11:45 - 12:00,80996,85599
12:00 - 12:15,79854,85062
12:15 - 12:30,80465,84411
12:30 - 12:45,79917,84529
12:45 - 13:00,80323,84406
13:00 - 13:15,80145,84309
13:15 - 13:30,79763,83741
13:30 - 13:45,77408,83475
13:45 - 14:00,78225,82943
14:00 - 14:15,76555,82710
14:15 - 14:30,78437,82258
14:30 - 14:45,78490,81911
14:45 - 15:00,77613,81530
15:00 - 15:15,77801,80995
15:15 - 15:30,77593,80832
15:30 - 15:45,76915,80490
15:45 - 16:00,76242,80023
16:00 - 16:15,77362,80227
16:15 - 16:30,76816,79807
16:30 - 16:45,76924,79797
16:45 - 17:00,77614,80090
17:00 - 17:15,78654,81322
17:15 - 17:30,79364,82384
17:30 - 17:45,79914,83539
17:45 - 18:00,80543,83993
18:00 - 18:15,80442,83834
18:15 - 18:30,80184,83597
18:30 - 18:45,80534,83807
18:45 - 19:00,80520,83621
19:00 - 19:15,79341,82473
19:15 - 19:30,78043,81526
19:30 - 19:45,77716,80964
19:45 - 20:00,76664,79963
20:00 - 20:15,74884,78139
20:15 - 20:30,73760,76988
20:30 - 20:45,72577,76049
20:45 - 21:00,71530,74968
21:00 - 21:15,70548,73584
21:15 - 21:30,70066,73012
21:30 - 21:45,69076,72193
21:45 - 22:00,68094,71316
22:00 - 22:15,68734,71649
22:15 - 22:30,68103,70557
22:30 - 22:45,66687,69367
22:45 - 23:00,65406,68167
23:00 - 23:15,64287,67344
23:15 - 23:30,63083,66145
23:30 - 23:45,62075,65294
23:45 - 00:00,59299,64292
00:00 - 00:15,61322,62377
00:15 - 00:30,61028,61257
00:30 - 00:45,59747,60468
00:45 - 01:00,59888,59797
01:00 - 01:15,59378,59088
01:15 - 01:30,58926,58531
01:30 - 01:45,58776,58276
01:45 - 02:00,58014,57918
02:00 - 02:15,57893,57739
02:15 - 02:30,56878,57727
02:30 - 02:45,58161,57856
02:45 - 03:00,57391,57936
03:00 - 03:15,57500,58103
03:15 - 03:30,57279,58330
03:30 - 03:45,57350,58407
03:45 - 04:00,57653,58534
04:00 - 04:15,58422,58931
04:15 - 04:30,58914,59168
04:30 - 04:45,59076,59794
04:45 - 05:00,59287,60355
05:00 - 05:15,59775,61260
05:15 - 05:30,60425,61678
05:30 - 05:45,61545,62727
05:45 - 06:00,62978,64168
06:00 - 06:15,65958,67412
06:15 - 06:30,67707,69880
06:30 - 06:45,70638,71830
06:45 - 07:00,70220,73522
07:00 - 07:15,75427,76644
07:15 - 07:30,76921,78422
07:30 - 07:45,77317,78937
07:45 - 08:00,78049,79494
08:00 - 08:15,79528,80503
08:15 - 08:30,79777,80687
08:30 - 08:45,79432,80907
08:45 - 09:00,80313,80795
09:00 - 09:15,79975,80425
09:15 - 09:30,79473,80727
09:30 - 09:45,80173,80897
09:45 - 10:00,80321,81135
10:00 - 10:15,80174,81214
10:15 - 10:30,80074,81428
10:30 - 10:45,79756,81597
10:45 - 11:00,80802,81756
11:00 - 11:15,81272,81810
11:15 - 11:30,81026,82098
11:30 - 11:45,81211,82340
11:45 - 12:00,80905,82121
12:00 - 12:15,80095,81599
12:15 - 12:30,80290,81055
12:30 - 12:45,79828,81045
12:45 - 13:00,79802,80736
13:00 - 13:15,77376,80504
13:15 - 13:30,76760,79838
13:30 - 13:45,76679,79327
13:45 - 14:00,75306,78852
14:00 - 14:15,75528,78574
14:15 - 14:30,75415,78288
14:30 - 14:45,75768,77491
14:45 - 15:00,76534,76895
15:00 - 15:15,76769,77213
15:15 - 15:30,76469,76691
15:30 - 15:45,76012,76375
15:45 - 16:00,75590,76012
16:00 - 16:15,76207,75997
16:15 - 16:30,75749,76582
16:30 - 16:45,76056,76735
16:45 - 17:00,75878,77348
17:00 - 17:15,76890,78834
17:15 - 17:30,77453,79744
17:30 - 17:45,78439,80440
17:45 - 18:00,79076,81288
18:00 - 18:15,79097,81288
18:15 - 18:30,78669,80893
18:30 - 18:45,78889,80564
18:45 - 19:00,78419,80146
19:00 - 19:15,77502,78899
19:15 - 19:30,77215,78147
19:30 - 19:45,76568,77669
19:45 - 20:00,75651,76895
20:00 - 20:15,74322,75452
20:15 - 20:30,73169,74261
20:30 - 20:45,71898,73286
20:45 - 21:00,70492,72265
21:00 - 21:15,69327,70373
21:15 - 21:30,67290,69820
21:30 - 21:45,66242,69236
21:45 - 22:00,65618,68301
22:00 - 22:15,65818,68727
22:15 - 22:30,65891,68231
22:30 - 22:45,65019,67329
22:45 - 23:00,63870,66376
23:00 - 23:15,64722,65214
23:15 - 23:30,63735,64235
23:30 - 23:45,63195,63262
23:45 - 00:00,60172,62216
00:00 - 00:15,56949,61331
00:15 - 00:30,56816,60709
00:30 - 00:45,56489,59923
00:45 - 01:00,55808,59206
01:00 - 01:15,55021,58688
01:15 - 01:30,54458,58169
01:30 - 01:45,54092,57597
01:45 - 02:00,53692,56888
02:00 - 02:15,53279,56761
02:15 - 02:30,52929,56436
02:30 - 02:45,52716,56271
02:45 - 03:00,52587,56229
03:00 - 03:15,52388,55833
03:15 - 03:30,52361,55586
03:30 - 03:45,52269,55589
03:45 - 04:00,52310,55481
04:00 - 04:15,53659,55768
04:15 - 04:30,52521,55897
04:30 - 04:45,52592,55822
04:45 - 05:00,52773,55681
05:00 - 05:15,53176,55767
05:15 - 05:30,53127,55424
05:30 - 05:45,53252,55156
05:45 - 06:00,53366,54943
06:00 - 06:15,53464,54735
06:15 - 06:30,54144,55218
06:30 - 06:45,54828,55915
06:45 - 07:00,55373,56840
07:00 - 07:15,56684,58318
07:15 - 07:30,57898,59214
07:30 - 07:45,58655,60362
07:45 - 08:00,59640,61087
08:00 - 08:15,60547,62428
08:15 - 08:30,61690,63440
08:30 - 08:45,62556,64061
08:45 - 09:00,63388,64923
09:00 - 09:15,64264,65729
09:15 - 09:30,65307,66533
09:30 - 09:45,65949,67284
09:45 - 10:00,66348,67843
10:00 - 10:15,66684,67501
10:15 - 10:30,66996,67858
10:30 - 10:45,66949,68253
10:45 - 11:00,67490,68470
11:00 - 11:15,67664,68832
11:15 - 11:30,68156,69144
11:30 - 11:45,67728,69141
11:45 - 12:00,67680,68966
12:00 - 12:15,67444,69341
12:15 - 12:30,67313,68851
12:30 - 12:45,66707,68586
12:45 - 13:00,66343,67845
13:00 - 13:15,66125,67671
13:15 - 13:30,65386,67147
13:30 - 13:45,64883,66604
13:45 - 14:00,64287,65770
14:00 - 14:15,64041,65553
14:15 - 14:30,63685,65271
14:30 - 14:45,63476,64854
14:45 - 15:00,63141,64474
15:00 - 15:15,59700,64649
15:15 - 15:30,62957,64385
15:30 - 15:45,59316,64216
15:45 - 16:00,62701,63765
16:00 - 16:15,63269,63807
16:15 - 16:30,63429,64098
16:30 - 16:45,63723,64247
16:45 - 17:00,60778,65151
17:00 - 17:15,65205,66948
17:15 - 17:30,62886,68357
17:30 - 17:45,67207,69609
17:45 - 18:00,64869,70735
18:00 - 18:15,65118,70816
18:15 - 18:30,68218,70873
18:30 - 18:45,68176,70389
18:45 - 19:00,67741,69994
19:00 - 19:15,63578,69243
19:15 - 19:30,62983,68471
19:30 - 19:45,65788,67729
19:45 - 20:00,61488,67075
20:00 - 20:15,60369,65734
20:15 - 20:30,59150,64529
20:30 - 20:45,58146,63720
20:45 - 21:00,60404,62927
21:00 - 21:15,59829,62550
21:15 - 21:30,59378,62343
21:30 - 21:45,58878,61847
21:45 - 22:00,58465,61163
22:00 - 22:15,59383,62247
22:15 - 22:30,59078,61806
22:30 - 22:45,58259,61047
22:45 - 23:00,57391,60075
23:00 - 23:15,56621,59291
23:15 - 23:30,55772,58173
23:30 - 23:45,54890,57888
23:45 - 00:00,54807,56844
00:00 - 00:15,54312,57229
00:15 - 00:30,53585,56475
00:30 - 00:45,52985,55665
00:45 - 01:00,50727,54902
01:00 - 01:15,50095,54425
01:15 - 01:30,49487,53988
01:30 - 01:45,49187,53511
01:45 - 02:00,48837,53011
02:00 - 02:15,48528,52744
02:15 - 02:30,48221,52458
02:30 - 02:45,47993,51996
02:45 - 03:00,47914,51873
03:00 - 03:15,47763,51841
03:15 - 03:30,47663,51614
03:30 - 03:45,47720,51452
03:45 - 04:00,47717,51329
04:00 - 04:15,47894,51265
04:15 - 04:30,47822,51151
04:30 - 04:45,47885,51317
04:45 - 05:00,47974,51160
05:00 - 05:15,48466,51217
05:15 - 05:30,48340,50589
05:30 - 05:45,48065,50547
05:45 - 06:00,47935,50140
06:00 - 06:15,47467,49289
06:15 - 06:30,47673,49354
06:30 - 06:45,47952,49815
06:45 - 07:00,48260,50185
07:00 - 07:15,49185,51123
07:15 - 07:30,49940,51651
07:30 - 07:45,50602,52320
07:45 - 08:00,51348,52815
08:00 - 08:15,52296,54201
08:15 - 08:30,53391,55043
08:30 - 08:45,54166,55873
08:45 - 09:00,55017,56907
09:00 - 09:15,56085,58311
09:15 - 09:30,56848,59206
09:30 - 09:45,57577,59964
09:45 - 10:00,58525,60775
10:00 - 10:15,58866,61329
10:15 - 10:30,59648,62134
10:30 - 10:45,59837,62848
10:45 - 11:00,61049,63379
11:00 - 11:15,61415,64250
11:15 - 11:30,62130,65214
11:30 - 11:45,62705,65823
11:45 - 12:00,62610,65903
12:00 - 12:15,62359,65493
12:15 - 12:30,61702,65133
12:30 - 12:45,61438,64683
12:45 - 13:00,60749,64234
13:00 - 13:15,60454,63745
13:15 - 13:30,59579,63101
13:30 - 13:45,59166,62439
13:45 - 14:00,58614,61870
14:00 - 14:15,58393,61734
14:15 - 14:30,57963,61236
14:30 - 14:45,57377,60944
14:45 - 15:00,57252,60744
15:00 - 15:15,57334,60905
15:15 - 15:30,57076,60652
15:30 - 15:45,56802,60556
15:45 - 16:00,56899,60206
16:00 - 16:15,57219,60333
16:15 - 16:30,57827,60622
16:30 - 16:45,58154,60966
16:45 - 17:00,59081,61530
17:00 - 17:15,60216,63326
17:15 - 17:30,61671,65077
17:30 - 17:45,63096,66258
17:45 - 18:00,63824,67682
18:00 - 18:15,64669,68741
18:15 - 18:30,61393,69064
18:30 - 18:45,61523,69088
18:45 - 19:00,64884,68912
19:00 - 19:15,64492,68638
19:15 - 19:30,64053,68156
19:30 - 19:45,63779,68120
19:45 - 20:00,63014,67493
20:00 - 20:15,62273,66609
20:15 - 20:30,61331,65807
20:30 - 20:45,60553,65018
20:45 - 21:00,59822,64471
21:00 - 21:15,59552,64004
21:15 - 21:30,59260,63777
21:30 - 21:45,58982,63642
21:45 - 22:00,59006,63916
22:00 - 22:15,60187,65188
22:15 - 22:30,59991,64895
22:30 - 22:45,59227,64135
22:45 - 23:00,58206,63233
23:00 - 23:15,57893,62740
23:15 - 23:30,57072,61818
23:30 - 23:45,56360,61112
23:45 - 00:00,55199,60363
00:00 - 00:15,53796,60148
00:15 - 00:30,50053,59398
00:30 - 00:45,52030,58754
00:45 - 01:00,51360,58291
01:00 - 01:15,50882,57741
01:15 - 01:30,50321,57190
01:30 - 01:45,50143,56824
01:45 - 02:00,50406,56718
02:00 - 02:15,50176,56414
02:15 - 02:30,49421,56134
02:30 - 02:45,49327,56318
02:45 - 03:00,49309,56247
03:00 - 03:15,49359,56299
03:15 - 03:30,49361,56463
03:30 - 03:45,49527,56571
03:45 - 04:00,49815,56866
04:00 - 04:15,50467,57698
04:15 - 04:30,50785,58150
04:30 - 04:45,51461,58946
04:45 - 05:00,52179,59488
05:00 - 05:15,53764,61197
05:15 - 05:30,54557,62157
05:30 - 05:45,56070,63395
05:45 - 06:00,57751,65203
06:00 - 06:15,60800,68616
06:15 - 06:30,63701,71146
06:30 - 06:45,66038,73565
06:45 - 07:00,67888,75709
07:00 - 07:15,70701,78694
07:15 - 07:30,71982,80079
07:30 - 07:45,73049,81048
07:45 - 08:00,74097,81610
08:00 - 08:15,75114,82400
08:15 - 08:30,75721,82752
08:30 - 08:45,75942,83185
08:45 - 09:00,76193,83248
09:00 - 09:15,76013,83477
09:15 - 09:30,76158,83796
09:30 - 09:45,76719,84169
09:45 - 10:00,76942,84332
10:00 - 10:15,76977,84747
10:15 - 10:30,77464,84931
10:30 - 10:45,77171,85274
10:45 - 11:00,78350,85538
11:00 - 11:15,78029,86014
11:15 - 11:30,78329,86415
11:30 - 11:45,78523,86699
11:45 - 12:00,78547,86745
12:00 - 12:15,77876,86124
12:15 - 12:30,78537,85671
12:30 - 12:45,77770,85660
12:45 - 13:00,77689,85525
13:00 - 13:15,77797,85484
13:15 - 13:30,76145,85040
13:30 - 13:45,75783,84697
13:45 - 14:00,76355,83893
14:00 - 14:15,74832,83898
14:15 - 14:30,74696,83878
14:30 - 14:45,75818,83756
14:45 - 15:00,76614,83225
15:00 - 15:15,76795,83030
15:15 - 15:30,76492,82778
15:30 - 15:45,76036,82324
15:45 - 16:00,75517,82035
16:00 - 16:15,75529,81674
16:15 - 16:30,75297,81406
16:30 - 16:45,75322,81190
16:45 - 17:00,75652,81306
17:00 - 17:15,76647,82767
17:15 - 17:30,77490,83623
17:30 - 17:45,78206,84861
17:45 - 18:00,78722,85603
18:00 - 18:15,78666,85637
18:15 - 18:30,78664,86058
18:30 - 18:45,79078,85629
18:45 - 19:00,79181,85436
19:00 - 19:15,78338,84719
19:15 - 19:30,77456,83633
19:30 - 19:45,76973,83095
19:45 - 20:00,76052,82348
20:00 - 20:15,74371,80709
20:15 - 20:30,73242,79483
20:30 - 20:45,72018,78473
20:45 - 21:00,70919,77368
21:00 - 21:15,69870,76770
21:15 - 21:30,69384,75949
21:30 - 21:45,68283,74993
21:45 - 22:00,67396,74196
22:00 - 22:15,67544,74782
22:15 - 22:30,66860,73513
22:30 - 22:45,63245,72206
22:45 - 23:00,61843,71093
23:00 - 23:15,60866,69543
23:15 - 23:30,59729,68450
23:30 - 23:45,58525,67959
23:45 - 00:00,59775,67047
00:00 - 00:15,58983,65982
00:15 - 00:30,59045,65118
00:30 - 00:45,58133,64470
00:45 - 01:00,57369,63819
01:00 - 01:15,56741,63006
01:15 - 01:30,56165,62376
01:30 - 01:45,55801,62202
01:45 - 02:00,55270,62009
02:00 - 02:15,54866,61717
02:15 - 02:30,54574,61430
02:30 - 02:45,54777,61595
02:45 - 03:00,54468,61655
03:00 - 03:15,54525,61431
03:15 - 03:30,54449,61591
03:30 - 03:45,54652,61779
03:45 - 04:00,54840,61903
04:00 - 04:15,55199,62211
04:15 - 04:30,55596,62354
04:30 - 04:45,56097,62976
04:45 - 05:00,56584,63319
05:00 - 05:15,57760,64364
05:15 - 05:30,58514,65415
05:30 - 05:45,59398,66563
05:45 - 06:00,60769,67843
06:00 - 06:15,63204,70927
06:15 - 06:30,65769,73419
06:30 - 06:45,67862,75466
06:45 - 07:00,69534,77368
07:00 - 07:15,72597,80110
07:15 - 07:30,73917,81486
07:30 - 07:45,75378,82254
07:45 - 08:00,76173,82509
08:00 - 08:15,76918,83615
08:15 - 08:30,77482,84023
08:30 - 08:45,77261,83926
08:45 - 09:00,77628,84129
09:00 - 09:15,77422,83715
09:15 - 09:30,77362,83947
09:30 - 09:45,78079,84203
09:45 - 10:00,78268,84213
10:00 - 10:15,78654,84493
10:15 - 10:30,78847,84763
10:30 - 10:45,78119,84945
10:45 - 11:00,79102,85104
11:00 - 11:15,79631,85304
11:15 - 11:30,79317,85345
11:30 - 11:45,79683,85757
11:45 - 12:00,79666,85723
12:00 - 12:15,78825,85335
12:15 - 12:30,78955,84965
12:30 - 12:45,78862,84622
12:45 - 13:00,78804,84677
13:00 - 13:15,78948,84406
13:15 - 13:30,78402,83999
13:30 - 13:45,76133,83565
13:45 - 14:00,77406,82977
14:00 - 14:15,75266,82879
14:15 - 14:30,75181,82858
14:30 - 14:45,77193,82631
14:45 - 15:00,76645,82227
15:00 - 15:15,76623,82059
15:15 - 15:30,76273,81724
15:30 - 15:45,75929,81499
15:45 - 16:00,75388,81181
16:00 - 16:15,75604,80584
16:15 - 16:30,75234,80486
16:30 - 16:45,75118,80468
16:45 - 17:00,75283,80675
17:00 - 17:15,76318,82236
17:15 - 17:30,77129,83647
17:30 - 17:45,78140,85006
17:45 - 18:00,78790,85859
18:00 - 18:15,78992,86496
18:15 - 18:30,78905,86219
18:30 - 18:45,79129,86108
18:45 - 19:00,78988,86006
19:00 - 19:15,78400,85070
19:15 - 19:30,77836,84053
19:30 - 19:45,77445,83377
19:45 - 20:00,76505,82696
20:00 - 20:15,74997,80967
20:15 - 20:30,73773,79576
20:30 - 20:45,72669,78642
20:45 - 21:00,71387,77626
21:00 - 21:15,70208,76358
21:15 - 21:30,69821,75657
21:30 - 21:45,68737,74596
21:45 - 22:00,67681,73437
22:00 - 22:15,65526,74093
22:15 - 22:30,65066,73222
22:30 - 22:45,63899,72290
22:45 - 23:00,62504,71195
23:00 - 23:15,61552,69893
23:15 - 23:30,60485,68649
23:30 - 23:45,59549,67522
23:45 - 00:00,60751,66658
00:00 - 00:15,59512,65899
00:15 - 00:30,58774,65002
00:30 - 00:45,58151,64237
00:45 - 01:00,57371,63528
01:00 - 01:15,56622,63151
01:15 - 01:30,56036,62762
01:30 - 01:45,55820,62269
01:45 - 02:00,55385,61801
02:00 - 02:15,54965,61483
02:15 - 02:30,54623,61293
02:30 - 02:45,55375,61278
02:45 - 03:00,55275,61331
03:00 - 03:15,54886,61308
03:15 - 03:30,54994,61217
03:30 - 03:45,55092,61181
03:45 - 04:00,55392,61293
04:00 - 04:15,55888,61765
04:15 - 04:30,56136,61949
04:30 - 04:45,56215,62280
04:45 - 05:00,56915,63148
05:00 - 05:15,58260,64571
05:15 - 05:30,58972,65343
05:30 - 05:45,59780,66283
05:45 - 06:00,60984,67483
06:00 - 06:15,63557,70762
06:15 - 06:30,65850,73253
06:30 - 06:45,68046,75190
06:45 - 07:00,69971,77356
07:00 - 07:15,72799,80351
07:15 - 07:30,74209,81545
07:30 - 07:45,75639,82312
07:45 - 08:00,75826,82524
08:00 - 08:15,76638,83650
08:15 - 08:30,77209,83731
08:30 - 08:45,77318,84263
08:45 - 09:00,77466,84114
09:00 - 09:15,77439,84217
09:15 - 09:30,78008,84144
09:30 - 09:45,78118,84313
09:45 - 10:00,78508,84548
10:00 - 10:15,78557,84878
10:15 - 10:30,78392,85103
10:30 - 10:45,77705,85375
10:45 - 11:00,79235,85603
11:00 - 11:15,79506,85602
11:15 - 11:30,79510,85985
11:30 - 11:45,80040,86058
11:45 - 12:00,79920,86089
12:00 - 12:15,79016,85394
12:15 - 12:30,78728,84914
12:30 - 12:45,78801,84939
12:45 - 13:00,78587,84745
13:00 - 13:15,78752,84958
13:15 - 13:30,77818,84711
13:30 - 13:45,76012,84191
13:45 - 14:00,77051,83503
14:00 - 14:15,74929,83316
14:15 - 14:30,74937,83286
14:30 - 14:45,73197,82957
14:45 - 15:00,76001,82503
15:00 - 15:15,76235,82469
15:15 - 15:30,75847,82192
15:30 - 15:45,75526,81682
15:45 - 16:00,75648,81347
16:00 - 16:15,75611,80923
16:15 - 16:30,74921,80577
16:30 - 16:45,74853,80823
16:45 - 17:00,75135,80810
17:00 - 17:15,76082,82413
17:15 - 17:30,76908,83723
17:30 - 17:45,78048,85131
17:45 - 18:00,78874,86112
18:00 - 18:15,79052,86331
18:15 - 18:30,78901,86331
18:30 - 18:45,78989,86364
18:45 - 19:00,79088,86001
19:00 - 19:15,78469,85176
19:15 - 19:30,77504,84117
19:30 - 19:45,76741,83501
19:45 - 20:00,75890,83091
20:00 - 20:15,74234,81093
20:15 - 20:30,72889,79643
20:30 - 20:45,71866,78665
20:45 - 21:00,70612,77846
21:00 - 21:15,69634,76786
21:15 - 21:30,69115,76240
21:30 - 21:45,68187,75106
21:45 - 22:00,65705,74075
22:00 - 22:15,67565,74512
22:15 - 22:30,66718,73929
22:30 - 22:45,65530,72626
22:45 - 23:00,64242,71685
23:00 - 23:15,61780,70227
23:15 - 23:30,61792,69066
23:30 - 23:45,60914,68001
23:45 - 00:00,59916,67099
00:00 - 00:15,60092,65383
00:15 - 00:30,59454,64500
00:30 - 00:45,58814,63583
00:45 - 01:00,58201,63011
01:00 - 01:15,57346,62341
01:15 - 01:30,56841,61785
01:30 - 01:45,56556,61298
01:45 - 02:00,56244,61106
02:00 - 02:15,55709,60715
02:15 - 02:30,55313,60253
02:30 - 02:45,55309,60250
02:45 - 03:00,55281,60235
03:00 - 03:15,55046,60169
03:15 - 03:30,55124,60054
03:30 - 03:45,55281,60119
03:45 - 04:00,55187,60133
04:00 - 04:15,55455,60443
04:15 - 04:30,55889,60867
04:30 - 04:45,56783,61325
04:45 - 05:00,56654,61938
05:00 - 05:15,57951,63394
05:15 - 05:30,59055,64236
05:30 - 05:45,59711,65387
05:45 - 06:00,60957,66703
06:00 - 06:15,63707,69470
06:15 - 06:30,66493,72287
06:30 - 06:45,68768,74869
06:45 - 07:00,69265,76778
07:00 - 07:15,73107,79496
07:15 - 07:30,74332,80918
07:30 - 07:45,75349,81600
07:45 - 08:00,75956,81974
08:00 - 08:15,76885,83092
08:15 - 08:30,77340,83433
08:30 - 08:45,77348,83588
08:45 - 09:00,77495,83806
09:00 - 09:15,77219,83427
09:15 - 09:30,77479,83666
09:30 - 09:45,77887,84066
09:45 - 10:00,78121,84352
10:00 - 10:15,78122,84145
10:15 - 10:30,78428,84123
10:30 - 10:45,77124,84457
10:45 - 11:00,78410,84673
11:00 - 11:15,79680,84719
11:15 - 11:30,79925,85092
11:30 - 11:45,79621,85581
11:45 - 12:00,79482,85479
12:00 - 12:15,78914,84363
12:15 - 12:30,78492,84244
12:30 - 12:45,78360,84659
12:45 - 13:00,78201,84760
13:00 - 13:15,78221,84727
13:15 - 13:30,77682,84559
13:30 - 13:45,77339,84279
13:45 - 14:00,76940,83469
14:00 - 14:15,76535,82936
14:15 - 14:30,76501,82667
14:30 - 14:45,72885,82068
14:45 - 15:00,75426,81955
15:00 - 15:15,76442,81872
15:15 - 15:30,75943,81345
15:30 - 15:45,75522,80794
15:45 - 16:00,75158,80511
16:00 - 16:15,75296,80465
16:15 - 16:30,75050,80298
16:30 - 16:45,74947,80046
16:45 - 17:00,75282,80620
17:00 - 17:15,76239,81352
17:15 - 17:30,77039,82672
17:30 - 17:45,78088,84083
17:45 - 18:00,78929,85467
18:00 - 18:15,79146,85769
18:15 - 18:30,78964,85870
18:30 - 18:45,79047,85671
18:45 - 19:00,78952,85362
19:00 - 19:15,78388,84514
19:15 - 19:30,77453,83810
19:30 - 19:45,76918,83130
19:45 - 20:00,75893,82274
20:00 - 20:15,74441,80191
20:15 - 20:30,73087,78905
20:30 - 20:45,72062,77967
20:45 - 21:00,70874,76987
21:00 - 21:15,69842,76025
21:15 - 21:30,69277,75256
21:30 - 21:45,68429,74365
21:45 - 22:00,67304,73618
22:00 - 22:15,67845,73742
22:15 - 22:30,67255,73043
22:30 - 22:45,65957,72094
22:45 - 23:00,64822,70661
23:00 - 23:15,63732,69348
23:15 - 23:30,62481,68087
23:30 - 23:45,61602,67367
23:45 - 00:00,59036,66271
00:00 - 00:15,59980,65477
00:15 - 00:30,59517,64727
00:30 - 00:45,59015,64048
00:45 - 01:00,58435,63122
01:00 - 01:15,57712,62588
01:15 - 01:30,57285,61892
01:30 - 01:45,56954,61394
01:45 - 02:00,56664,61003
02:00 - 02:15,56137,60694
02:15 - 02:30,55681,60087
02:30 - 02:45,55583,60374
02:45 - 03:00,55724,60472
03:00 - 03:15,55680,60427
03:15 - 03:30,55446,60282
03:30 - 03:45,55581,60401
03:45 - 04:00,55640,60517
04:00 - 04:15,56032,60876
04:15 - 04:30,56232,60929
04:30 - 04:45,56785,61345
04:45 - 05:00,57360,61976
05:00 - 05:15,57836,63205
05:15 - 05:30,59396,63892
05:30 - 05:45,60388,64979
05:45 - 06:00,61772,66648
06:00 - 06:15,64035,69583
06:15 - 06:30,66659,71826
06:30 - 06:45,68882,74778
06:45 - 07:00,69254,77114
07:00 - 07:15,73225,79918
07:15 - 07:30,74888,81454
