Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
11:30 - 11:45,80272,85276
11:45 - 12:00,80080,85310
12:00 - 12:15,79552,84330
12:15 - 12:30,78998,84401
12:30 - 12:45,79345,84362
12:45 - 13:00,79320,84440
13:00 - 13:15,79500,84651
13:15 - 13:30,78704,84062
13:30 - 13:45,78331,83525
13:45 - 14:00,77912,82709
14:00 - 14:15,75042,82302
14:15 - 14:30,74685,82280
14:30 - 14:45,74727,81986
14:45 - 15:00,76450,81623
15:00 - 15:15,76256,81297
15:15 - 15:30,75860,80534
15:30 - 15:45,75620,79884
15:45 - 16:00,74857,79637
16:00 - 16:15,74541,79418
16:15 - 16:30,74344,79312
16:30 - 16:45,74108,79111
16:45 - 17:00,74127,78899
17:00 - 17:15,74551,79295
17:15 - 17:30,75218,79875
17:30 - 17:45,76090,80469
17:45 - 18:00,77220,81910
18:00 - 18:15,77580,83394
18:15 - 18:30,78205,84371
18:30 - 18:45,78763,84764
18:45 - 19:00,78560,84900
19:00 - 19:15,78145,84413
19:15 - 19:30,77183,83431
19:30 - 19:45,76655,82674
19:45 - 20:00,75776,81692
20:00 - 20:15,74758,80019
20:15 - 20:30,73581,78461
20:30 - 20:45,72196,77331
20:45 - 21:00,70906,75889
21:00 - 21:15,69941,74907
21:15 - 21:30,69297,74054
21:30 - 21:45,68258,73332
21:45 - 22:00,67117,72087
22:00 - 22:15,64864,72503
22:15 - 22:30,64275,71592
22:30 - 22:45,65517,70382
22:45 - 23:00,64206,68888
23:00 - 23:15,63179,67624
23:15 - 23:30,61966,66297
23:30 - 23:45,60969,65065
23:45 - 00:00,57824,63665
00:00 - 00:15,59101,63308
00:15 - 00:30,58273,62286
00:30 - 00:45,57588,61569
00:45 - 01:00,56991,60900
01:00 - 01:15,56334,60477
01:15 - 01:30,56633,59860
01:30 - 01:45,55597,59649
01:45 - 02:00,55248,59158
02:00 - 02:15,54828,58516
02:15 - 02:30,55441,58064
02:30 - 02:45,54687,58273
02:45 - 03:00,54600,58387
03:00 - 03:15,55353,58646
03:15 - 03:30,55563,58611
03:30 - 03:45,54885,58639
03:45 - 04:00,55071,58728
04:00 - 04:15,55503,59371
04:15 - 04:30,55782,59720
04:30 - 04:45,56232,60001
04:45 - 05:00,56974,60884
05:00 - 05:15,58357,62458
05:15 - 05:30,58997,63110
05:30 - 05:45,60214,64598
05:45 - 06:00,61688,66181
06:00 - 06:15,64446,69425
06:15 - 06:30,65281,71969
06:30 - 06:45,68884,74115
06:45 - 07:00,70455,76051
07:00 - 07:15,73096,78135
07:15 - 07:30,73672,78863
07:30 - 07:45,74285,79332
07:45 - 08:00,74921,79959
08:00 - 08:15,76120,81297
08:15 - 08:30,76998,81557
08:30 - 08:45,77022,81579
08:45 - 09:00,77385,81228
09:00 - 09:15,77504,80948
09:15 - 09:30,77478,81151
09:30 - 09:45,78054,81425
09:45 - 10:00,78290,81714
10:00 - 10:15,78169,81806
10:15 - 10:30,78402,82204
10:30 - 10:45,78914,82349
10:45 - 11:00,79128,82568
11:00 - 11:15,79782,83214
11:15 - 11:30,79982,83700
11:30 - 11:45,80282,83726
11:45 - 12:00,80016,83326
12:00 - 12:15,79142,82843
12:15 - 12:30,79101,82627
12:30 - 12:45,78760,82548
12:45 - 13:00,78709,82284
13:00 - 13:15,78985,82396
13:15 - 13:30,78487,81962
13:30 - 13:45,78324,81475
13:45 - 14:00,77379,80898
14:00 - 14:15,77287,80572
14:15 - 14:30,77240,80344
14:30 - 14:45,76983,80182
14:45 - 15:00,76444,80065
15:00 - 15:15,76501,79560
15:15 - 15:30,76027,79111
15:30 - 15:45,75456,78725
15:45 - 16:00,74446,78120
16:00 - 16:15,74795,77742
16:15 - 16:30,74544,77501
16:30 - 16:45,73856,77478
16:45 - 17:00,74143,77666
17:00 - 17:15,74700,77533
17:15 - 17:30,75094,77951
17:30 - 17:45,75209,79054
17:45 - 18:00,76030,80244
18:00 - 18:15,77105,82018
18:15 - 18:30,77827,83515
18:30 - 18:45,78474,84246
18:45 - 19:00,78956,84006
19:00 - 19:15,78799,83420
19:15 - 19:30,77446,82507
19:30 - 19:45,76799,81861
19:45 - 20:00,75979,80929
20:00 - 20:15,74438,79244
20:15 - 20:30,73355,77790
20:30 - 20:45,72201,76553
20:45 - 21:00,70911,75315
21:00 - 21:15,69960,74098
21:15 - 21:30,69333,73585
21:30 - 21:45,68315,72672
21:45 - 22:00,67296,71352
22:00 - 22:15,67477,71475
22:15 - 22:30,66997,70578
22:30 - 22:45,65678,69501
22:45 - 23:00,64331,68323
23:00 - 23:15,63097,66685
23:15 - 23:30,61953,65384
23:30 - 23:45,60813,64307
23:45 - 00:00,59925,63455
00:00 - 00:15,58807,62524
00:15 - 00:30,58072,61515
00:30 - 00:45,58447,60784
00:45 - 01:00,57800,60251
01:00 - 01:15,57209,59564
01:15 - 01:30,56077,59160
01:30 - 01:45,56411,58817
01:45 - 02:00,56004,58615
02:00 - 02:15,55775,58184
02:15 - 02:30,54375,57802
02:30 - 02:45,55480,58057
02:45 - 03:00,54708,57952
03:00 - 03:15,54180,58100
03:15 - 03:30,54220,58141
03:30 - 03:45,54508,58011
03:45 - 04:00,55789,58258
04:00 - 04:15,55124,58878
04:15 - 04:30,55335,59185
04:30 - 04:45,57040,59756
04:45 - 05:00,57620,60485
05:00 - 05:15,58928,62001
05:15 - 05:30,59514,62726
05:30 - 05:45,60500,63889
05:45 - 06:00,61774,65376
06:00 - 06:15,64431,69048
06:15 - 06:30,65574,71608
06:30 - 06:45,69050,73781
06:45 - 07:00,70525,75798
07:00 - 07:15,72807,77854
07:15 - 07:30,74059,78278
07:30 - 07:45,74685,78678
07:45 - 08:00,75554,79283
08:00 - 08:15,76445,80315
08:15 - 08:30,77196,80787
08:30 - 08:45,77393,81006
08:45 - 09:00,77671,80936
09:00 - 09:15,77943,80690
09:15 - 09:30,77966,81054
09:30 - 09:45,78470,81506
09:45 - 10:00,78773,81645
10:00 - 10:15,78672,81722
10:15 - 10:30,78842,81845
10:30 - 10:45,79384,81944
10:45 - 11:00,79612,82155
11:00 - 11:15,80202,82212
11:15 - 11:30,80276,82431
11:30 - 11:45,80338,82589
11:45 - 12:00,80046,82887
12:00 - 12:15,79114,82587
12:15 - 12:30,78848,82166
12:30 - 12:45,78858,82381
12:45 - 13:00,78708,82451
13:00 - 13:15,77345,83219
13:15 - 13:30,77014,82647
13:30 - 13:45,76654,82203
13:45 - 14:00,77307,81444
14:00 - 14:15,75943,81352
14:15 - 14:30,75729,81159
14:30 - 14:45,75642,80821
14:45 - 15:00,76072,80251
15:00 - 15:15,75979,80006
15:15 - 15:30,75342,79569
15:30 - 15:45,74827,78989
15:45 - 16:00,74236,78579
16:00 - 16:15,74300,78287
16:15 - 16:30,73871,77757
16:30 - 16:45,73760,77602
16:45 - 17:00,73558,77408
17:00 - 17:15,74150,77876
17:15 - 17:30,74224,78372
17:30 - 17:45,74587,79029
17:45 - 18:00,75555,80540
18:00 - 18:15,76790,82142
18:15 - 18:30,77681,83466
18:30 - 18:45,78345,84275
18:45 - 19:00,78909,84430
19:00 - 19:15,78636,84157
19:15 - 19:30,77674,83559
19:30 - 19:45,77180,82921
19:45 - 20:00,76250,82418
20:00 - 20:15,74663,80184
20:15 - 20:30,73451,78912
20:30 - 20:45,72298,77766
20:45 - 21:00,70898,76313
21:00 - 21:15,70035,75234
21:15 - 21:30,69478,74503
21:30 - 21:45,68622,73614
21:45 - 22:00,67579,72562
22:00 - 22:15,67836,72687
22:15 - 22:30,67244,71605
22:30 - 22:45,66035,70045
22:45 - 23:00,64645,68403
23:00 - 23:15,63494,67359
23:15 - 23:30,62413,65851
23:30 - 23:45,61432,64758
23:45 - 00:00,61529,63751
00:00 - 00:15,57662,63045
00:15 - 00:30,56918,61962
00:30 - 00:45,56321,61580
00:45 - 01:00,55797,60933
01:00 - 01:15,55123,60416
01:15 - 01:30,55334,59738
01:30 - 01:45,54417,59401
01:45 - 02:00,54032,59025
02:00 - 02:15,54488,58276
02:15 - 02:30,53220,58016
02:30 - 02:45,54097,58095
02:45 - 03:00,54321,57957
03:00 - 03:15,54350,58112
03:15 - 03:30,54360,57966
03:30 - 03:45,53345,58314
03:45 - 04:00,54732,58558
04:00 - 04:15,55035,58989
04:15 - 04:30,55302,59531
04:30 - 04:45,55885,60369
04:45 - 05:00,56504,60938
05:00 - 05:15,57888,62337
05:15 - 05:30,58526,63194
05:30 - 05:45,59600,64415
05:45 - 06:00,60901,65807
06:00 - 06:15,63752,68969
06:15 - 06:30,66227,71782
06:30 - 06:45,68398,74286
06:45 - 07:00,70038,75911
07:00 - 07:15,72219,78145
07:15 - 07:30,73257,79065
07:30 - 07:45,73864,79783
07:45 - 08:00,74609,80616
08:00 - 08:15,75429,81616
08:15 - 08:30,75740,82035
08:30 - 08:45,76334,82168
08:45 - 09:00,76246,82159
09:00 - 09:15,75803,82375
09:15 - 09:30,76119,82690
09:30 - 09:45,76316,82815
09:45 - 10:00,76616,82983
10:00 - 10:15,76776,83104
10:15 - 10:30,76873,82966
10:30 - 10:45,77201,82862
10:45 - 11:00,77484,82947
11:00 - 11:15,77635,83213
11:15 - 11:30,77846,83410
11:30 - 11:45,77931,83064
11:45 - 12:00,77437,82934
12:00 - 12:15,77415,82275
12:15 - 12:30,76929,81706
12:30 - 12:45,76587,81498
12:45 - 13:00,76457,81308
13:00 - 13:15,76044,81506
13:15 - 13:30,75100,80691
13:30 - 13:45,72971,80190
13:45 - 14:00,74142,79543
14:00 - 14:15,73610,78756
14:15 - 14:30,73487,78397
14:30 - 14:45,72995,78224
14:45 - 15:00,72417,78024
15:00 - 15:15,72204,78395
15:15 - 15:30,71501,77825
15:30 - 15:45,71411,77770
15:45 - 16:00,70962,77156
16:00 - 16:15,70639,76875
16:15 - 16:30,70412,76617
16:30 - 16:45,70484,76355
16:45 - 17:00,70245,76498
17:00 - 17:15,71099,76873
17:15 - 17:30,71489,77387
17:30 - 17:45,71602,78000
17:45 - 18:00,72581,78953
18:00 - 18:15,74270,80231
18:15 - 18:30,75365,81379
18:30 - 18:45,75917,81989
18:45 - 19:00,76029,82006
19:00 - 19:15,75712,81313
19:15 - 19:30,74736,80451
19:30 - 19:45,74559,79825
19:45 - 20:00,73440,78788
20:00 - 20:15,72394,77365
20:15 - 20:30,70654,75705
20:30 - 20:45,70394,74460
20:45 - 21:00,69407,73421
21:00 - 21:15,67233,72123
21:15 - 21:30,66396,71409
21:30 - 21:45,65622,70567
21:45 - 22:00,64590,69647
22:00 - 22:15,66629,69907
22:15 - 22:30,66311,68885
22:30 - 22:45,63401,67903
22:45 - 23:00,64607,66845
23:00 - 23:15,63946,65726
23:15 - 23:30,62964,64444
23:30 - 23:45,62247,63546
23:45 - 00:00,58339,62468
00:00 - 00:15,57733,61529
00:15 - 00:30,60333,60833
00:30 - 00:45,59722,60203
00:45 - 01:00,59099,59464
01:00 - 01:15,58608,58779
01:15 - 01:30,57974,58254
01:30 - 01:45,57678,57955
01:45 - 02:00,57182,57602
02:00 - 02:15,56788,57171
02:15 - 02:30,56410,56981
02:30 - 02:45,56494,56749
02:45 - 03:00,56260,56596
03:00 - 03:15,56057,56504
03:15 - 03:30,52032,56347
03:30 - 03:45,52045,56338
03:45 - 04:00,52067,56206
04:00 - 04:15,52152,56043
04:15 - 04:30,52198,56158
04:30 - 04:45,52344,55915
04:45 - 05:00,52361,55997
05:00 - 05:15,53143,56234
05:15 - 05:30,52773,56145
05:30 - 05:45,52785,55992
05:45 - 06:00,53623,55961
06:00 - 06:15,54015,56280
06:15 - 06:30,54874,56945
06:30 - 06:45,58283,57524
06:45 - 07:00,58666,58192
07:00 - 07:15,59636,59109
07:15 - 07:30,60062,59845
07:30 - 07:45,60417,60673
07:45 - 08:00,61200,61707
08:00 - 08:15,62281,63154
08:15 - 08:30,61715,64055
08:30 - 08:45,62568,64909
08:45 - 09:00,63195,65579
09:00 - 09:15,64401,66927
09:15 - 09:30,65051,67556
09:30 - 09:45,65811,68065
09:45 - 10:00,66687,68791
10:00 - 10:15,67268,69130
10:15 - 10:30,67813,69318
10:30 - 10:45,68186,69727
10:45 - 11:00,68529,70063
11:00 - 11:15,69059,70370
11:15 - 11:30,69210,70854
11:30 - 11:45,69555,71045
11:45 - 12:00,69236,70837
12:00 - 12:15,68927,70862
12:15 - 12:30,68563,70424
12:30 - 12:45,68160,69824
12:45 - 13:00,67800,68910
13:00 - 13:15,67212,68094
13:15 - 13:30,66440,67429
13:30 - 13:45,65987,66617
13:45 - 14:00,64411,65837
14:00 - 14:15,63821,65536
14:15 - 14:30,64488,65217
14:30 - 14:45,64248,64804
14:45 - 15:00,63709,64298
15:00 - 15:15,63426,64125
15:15 - 15:30,63105,64033
15:30 - 15:45,62815,63845
15:45 - 16:00,62633,63525
16:00 - 16:15,62544,62976
16:15 - 16:30,62484,63035
16:30 - 16:45,62366,63205
16:45 - 17:00,62436,63316
17:00 - 17:15,61496,63823
17:15 - 17:30,62035,64512
17:30 - 17:45,62931,65622
17:45 - 18:00,65102,67088
18:00 - 18:15,66410,69226
18:15 - 18:30,67282,70916
18:30 - 18:45,67896,71985
18:45 - 19:00,67886,72077
19:00 - 19:15,67778,71188
19:15 - 19:30,67221,70613
19:30 - 19:45,65421,70070
19:45 - 20:00,64713,69140
20:00 - 20:15,63380,68372
20:15 - 20:30,62022,66897
20:30 - 20:45,60950,65678
20:45 - 21:00,59955,64697
21:00 - 21:15,59228,64022
21:15 - 21:30,58650,63454
21:30 - 21:45,58086,62724
21:45 - 22:00,57563,62112
22:00 - 22:15,58584,63181
22:15 - 22:30,58328,62693
22:30 - 22:45,57641,61541
22:45 - 23:00,56627,60836
23:00 - 23:15,59941,59972
23:15 - 23:30,59514,59192
23:30 - 23:45,58642,58174
23:45 - 00:00,53426,57008
